RefSeq_ID	Entrez_Gene_ID	Symbol	Probe_Id	Chromosome	Probe_Coordinates	Definition
NM_182758.1	256764	WDR72	ILMN_1763196	15	51594718-51594767	Homo sapiens WD repeat domain 72 (WDR72), mRNA.
NM_012306.2	23017	FAIM2	ILMN_1803855	12	50260762-50260811	Homo sapiens Fas apoptotic inhibitory molecule 2 (FAIM2), mRNA.
NM_021910.1	5349	FXYD3	ILMN_1665372	19	40301943-40301992	Homo sapiens FXYD domain containing ion transport regulator 3 (FXYD3), transcript variant 2, mRNA.
NM_001017434.1	267002	PGBD2	ILMN_1735075	1	247179640-247179689	Homo sapiens piggyBac transposable element derived 2 (PGBD2), transcript variant 2, mRNA.
NM_004001.3	2213	FCGR2B	ILMN_2382403	1	159914480-159914529	Homo sapiens Fc fragment of IgG, low affinity IIb, receptor (CD32) (FCGR2B), transcript variant 1, mRNA.
NM_002755.2	5604	MAP2K1	ILMN_1694240	15	64570565-64570614	Homo sapiens mitogen-activated protein kinase kinase 1 (MAP2K1), mRNA.
NM_016300.4	10777	ARPP-21	ILMN_1671402	3	35698291-35698340	Homo sapiens cyclic AMP-regulated phosphoprotein, 21 kD (ARPP-21), transcript variant 1, mRNA.
NM_012197.2	23637	RABGAP1	ILMN_2061950	9	124906350-124906399	Homo sapiens RAB GTPase activating protein 1 (RABGAP1), mRNA.
NM_006028.3	9177	HTR3B	ILMN_1762210	11	113322033-113322069:113322070-113322082	Homo sapiens 5-hydroxytryptamine (serotonin) receptor 3B (HTR3B), mRNA.
NM_015978.1	51086	TNNI3K	ILMN_1799141	1	74727497-74727520:74730369-74730394	Homo sapiens TNNI3 interacting kinase (TNNI3K), transcript variant 2, mRNA.
NM_025040.2	80110	ZNF614	ILMN_1763641	19	57208731-57208780	Homo sapiens zinc finger protein 614 (ZNF614), mRNA.
NM_007013.3	11059	WWP1	ILMN_2215370	8	87479416-87479465	Homo sapiens WW domain containing E3 ubiquitin protein ligase 1 (WWP1), mRNA.
NM_001037968.1	212	ALAS2	ILMN_2271875	X	55070919-55070965:55070966-55070968	Homo sapiens aminolevulinate, delta-, synthase 2 (ALAS2), nuclear gene encoding mitochondrial protein, transcript variant 3, mRNA.
NM_001037968.1	212	ALAS2	ILMN_2367126	X	55052274-55052323	Homo sapiens aminolevulinate, delta-, synthase 2 (ALAS2), nuclear gene encoding mitochondrial protein, transcript variant 3, mRNA.
NM_019084.2	54619	CCNJ	ILMN_2206812	10	97809986-97810035	Homo sapiens cyclin J (CCNJ), mRNA.
NM_001080.3	7915	ALDH5A1	ILMN_2372398	6	24536840-24536889	Homo sapiens aldehyde dehydrogenase 5 family, member A1 (ALDH5A1), nuclear gene encoding mitochondrial protein, transcript variant 2, mRNA.
NM_003023.3	6452	SH3BP2	ILMN_1801914	4	2810234-2810283	Homo sapiens SH3-domain binding protein 2 (SH3BP2), mRNA.
NM_152450.2	145773	FAM81A	ILMN_1699623	15	57602126-57602175	Homo sapiens family with sequence similarity 81, member A (FAM81A), mRNA.
NM_001680.3	486	FXYD2	ILMN_2289593	11	117200579-117200603:117200604-117200628	Homo sapiens FXYD domain containing ion transport regulator 2 (FXYD2), transcript variant a, mRNA.
NM_001680.3	486	FXYD2	ILMN_2398572			Homo sapiens FXYD domain containing ion transport regulator 2 (FXYD2), transcript variant a, mRNA.
NM_000163.2	2690	GHR	ILMN_1775814	5	42721630-42721679	Homo sapiens growth hormone receptor (GHR), mRNA.
NM_024328.2	79178	THTPA	ILMN_1737168	14	23098240-23098289	Homo sapiens thiamine triphosphatase (THTPA), mRNA.
NM_018834.4	9782	MATR3	ILMN_1660179	5	138629424-138629473	Homo sapiens matrin 3 (MATR3), transcript variant 2, mRNA.
NM_001018000.2	23254	KIAA1026	ILMN_1798458	1	15265043-15265092	Homo sapiens kazrin (KIAA1026), transcript variant B, mRNA.
NM_001018000.2	23254	KIAA1026	ILMN_1770927	1	15259335-15259384	Homo sapiens kazrin (KIAA1026), transcript variant B, mRNA.
NM_001992.2	2149	F2R	ILMN_2221507	5	76066985-76067034	Homo sapiens coagulation factor II (thrombin) receptor (F2R), mRNA.
NM_003217.2	7009	TMBIM6	ILMN_1693311	12	48444499-48444548	Homo sapiens transmembrane BAX inhibitor motif containing 6 (TMBIM6), transcript variant 1, mRNA.
NM_153687.2	121457	IKBIP	ILMN_1701402	12	99018177-99018226	Homo sapiens IKBKB interacting protein (IKBIP), transcript variant 1, mRNA.
NM_012417.2	26207	PITPNC1	ILMN_1738796	17	63119715-63119764	Homo sapiens phosphatidylinositol transfer protein, cytoplasmic 1 (PITPNC1), transcript variant 1, mRNA.
NM_001846.2	1284	COL4A2	ILMN_1724994	13	109962873-109962922	Homo sapiens collagen, type IV, alpha 2 (COL4A2), mRNA.
NM_021182.1	57824	HMHB1	ILMN_1709173	5	143180344-143180393	Homo sapiens histocompatibility (minor) HB-1 (HMHB1), mRNA.
NM_005306.1	2867	FFAR2	ILMN_1797895	19	40633120-40633169	Homo sapiens free fatty acid receptor 2 (FFAR2), mRNA.
NM_018442.2	55827	DCAF6	ILMN_1698985	1	166258859-166258908	Homo sapiens DDB1 and CUL4 associated factor 6 (DCAF6), transcript variant 1, mRNA.
NM_017811.3	54926	UBE2R2	ILMN_1675721	9	33909123-33909172	Homo sapiens ubiquitin-conjugating enzyme E2R 2 (UBE2R2), mRNA.
NM_001093729.1	79839	CCDC102B	ILMN_1811786	18	64873037-64873086	Homo sapiens coiled-coil domain containing 102B (CCDC102B), transcript variant 1, mRNA.
NM_032174.4	84134	TOMM40L	ILMN_2065606	1	159466712-159466761	Homo sapiens translocase of outer mitochondrial membrane 40 homolog (yeast)-like (TOMM40L), nuclear gene encoding mitochondrial protein, mRNA.
NM_015694.1	27153	KIAA1285	ILMN_1749583	7	148759447-148759496	Homo sapiens KIAA1285 protein (KIAA1285), mRNA.
NM_032222.2	84182	FAM188B	ILMN_1698038	7	30846910-30846959	Homo sapiens family with sequence similarity 188, member B (FAM188B), mRNA.
NM_033229.2	89870	TRIM15	ILMN_1754476	6	30140378-30140427	Homo sapiens tripartite motif-containing 15 (TRIM15), mRNA.
NM_018403.4	55802	DCP1A	ILMN_1809285	3	53326340-53326389	Homo sapiens DCP1 decapping enzyme homolog A (S. cerevisiae) (DCP1A), mRNA.
NM_006472.2	10628	TXNIP	ILMN_1697448	1	144153759-144153808	Homo sapiens thioredoxin interacting protein (TXNIP), mRNA.
NM_005719.2	10094	ARPC3	ILMN_1655561	12	110878192-110878193:110883257-110883304	Homo sapiens actin related protein 2/3 complex, subunit 3, 21kDa (ARPC3), mRNA.
NM_032639.2	84725	PLEKHA8	ILMN_1663185	7	30084709-30084758	Homo sapiens pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 8 (PLEKHA8), mRNA.
NM_001039619.1	10419	PRMT5	ILMN_2403889	14	23389999-23390048	Homo sapiens protein arginine methyltransferase 5 (PRMT5), transcript variant 2, mRNA.
NM_003449.3	7726	TRIM26	ILMN_1738704	6	30260477-30260526	Homo sapiens tripartite motif-containing 26 (TRIM26), mRNA.
NM_173352.2	196374	KRT78	ILMN_1737653	12	53232765-53232814	Homo sapiens keratin 78 (KRT78), mRNA.
NM_030594.3	64506	CPEB1	ILMN_2288905	15	83296058-83296107	Homo sapiens cytoplasmic polyadenylation element binding protein 1 (CPEB1), transcript variant 1, mRNA.
NM_024615.2	79668	PARP8	ILMN_1806651	5	49962968-49963017	Homo sapiens poly (ADP-ribose) polymerase family, member 8 (PARP8), mRNA.
NM_015110.2	23137	SMC5	ILMN_1757132			Homo sapiens structural maintenance of chromosomes 5 (SMC5), mRNA.
NM_173851.2	169026	SLC30A8	ILMN_1774869	8	118188726-118188775	Homo sapiens solute carrier family 30 (zinc transporter), member 8 (SLC30A8), mRNA.
NM_007123.4	7399	USH2A	ILMN_2293021	1	214414057-214414106	Homo sapiens Usher syndrome 2A (autosomal recessive, mild) (USH2A), transcript variant 1, mRNA.
NM_007123.4	7399	USH2A	ILMN_1793928	1	214415401-214415447:214430188-214430190	Homo sapiens Usher syndrome 2A (autosomal recessive, mild) (USH2A), transcript variant 1, mRNA.
NM_005797.2	10205	MPZL2	ILMN_1752932	11	118124223-118124272	Homo sapiens myelin protein zero-like 2 (MPZL2), transcript variant 1, mRNA.
NM_001018137.1	4831	NME2	ILMN_1694012	17	46597988-46598037	Homo sapiens non-metastatic cells 2, protein (NM23B) expressed in (NME2), transcript variant 2, mRNA.
NM_006612.4	10749	KIF1C	ILMN_1796749	17	4868497-4868546	Homo sapiens kinesin family member 1C (KIF1C), mRNA.
NM_014867.1	9920	KBTBD11	ILMN_1784630	8	1942338-1942387	Homo sapiens kelch repeat and BTB (POZ) domain containing 11 (KBTBD11), mRNA.
NM_000932.1	5331	PLCB3	ILMN_1714041	11	63790227-63790250:63790363-63790388	Homo sapiens phospholipase C, beta 3 (phosphatidylinositol-specific) (PLCB3), mRNA.
NM_001025237.1	7106	TSPAN4	ILMN_2290522	11	834520-834569	Homo sapiens tetraspanin 4 (TSPAN4), transcript variant 1, mRNA.
NM_018444.2	54704	PPM2C	ILMN_2218780	8	95007019-95007068	Homo sapiens protein phosphatase 2C, magnesium-dependent, catalytic subunit (PPM2C), nuclear gene encoding mitochondrial protein, mRNA.
NM_138723.1	79370	BCL2L14	ILMN_1717976	12	12115184-12115233	Homo sapiens BCL2-like 14 (apoptosis facilitator) (BCL2L14), transcript variant 4, mRNA.
NM_138723.1	79370	BCL2L14	ILMN_1773925	12	12123645-12123694	Homo sapiens BCL2-like 14 (apoptosis facilitator) (BCL2L14), transcript variant 4, mRNA.
NM_004469.2	2277	FIGF	ILMN_1707612	X	15364015-15364064	Homo sapiens c-fos induced growth factor (vascular endothelial growth factor D) (FIGF), mRNA.
NM_001042584.1	913	CD1E	ILMN_1784272	1	156591912-156591961	Homo sapiens CD1e molecule (CD1E), transcript variant 3, mRNA.
NM_001542.2	3321	IGSF3	ILMN_2396546	1	117117833-117117882	Homo sapiens immunoglobulin superfamily, member 3 (IGSF3), transcript variant 1, mRNA.
NM_004420.2	1850	DUSP8	ILMN_1743204	11	1577561-1577610	Homo sapiens dual specificity phosphatase 8 (DUSP8), mRNA.
NM_000281.2	5092	PCBD1	ILMN_1795906	10	72645593-72645642	Homo sapiens pterin-4 alpha-carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (PCBD1), mRNA.
NM_000281.2	5092	PCBD1	ILMN_1786105	10	72643516-72643565	Homo sapiens pterin-4 alpha-carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (PCBD1), mRNA.
NM_152715.2	219899	TBCEL	ILMN_1776333	11	120463157-120463206	Homo sapiens tubulin folding cofactor E-like (TBCEL), mRNA.
NM_001013718.1	441120	LOC441120	ILMN_2146233	5	179012392-179012441	Homo sapiens similar to LOC285679 protein (LOC441120), mRNA.
NM_033027.2	64651	AXUD1	ILMN_1703123	3	39158376-39158425	Homo sapiens AXIN1 up-regulated 1 (AXUD1), mRNA.
XM_936128.2	3117	HLA-DQA1	ILMN_1808405			PREDICTED: Homo sapiens major histocompatibility complex, class II, DQ alpha 1, transcript variant 10 (HLA-DQA1), mRNA.
NM_001035254.1	399665	FAM102A	ILMN_2291455	9	130715855-130715883:130716084-130716104	Homo sapiens family with sequence similarity 102, member A (FAM102A), transcript variant 1, mRNA.
NM_001035254.1	399665	FAM102A	ILMN_2401779	9	130702887-130702936	Homo sapiens family with sequence similarity 102, member A (FAM102A), transcript variant 1, mRNA.
NM_001035254.1	399665	FAM102A	ILMN_1745112	9	130703484-130703533	Homo sapiens family with sequence similarity 102, member A (FAM102A), transcript variant 1, mRNA.
NM_013441.2	11123	RCAN3	ILMN_1688299	1	24734646-24734695	Homo sapiens RCAN family member 3 (RCAN3), mRNA.
NM_024533.2	23563	CHST5	ILMN_1770853	16	74122106-74122155	Homo sapiens carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 5 (CHST5), transcript variant 2, mRNA.
NM_001033560.1	161582	DYX1C1	ILMN_2358821	15	55727113-55727162	Homo sapiens dyslexia susceptibility 1 candidate 1 (DYX1C1), transcript variant 3, mRNA.
NM_004308.2	392	ARHGAP1	ILMN_1732060	11	46698812-46698861	Homo sapiens Rho GTPase activating protein 1 (ARHGAP1), mRNA.
NM_002795.2	5691	PSMB3	ILMN_1748651	17	34172228-34172277	Homo sapiens proteasome (prosome, macropain) subunit, beta type, 3 (PSMB3), mRNA.
NR_002819.1	378938	MALAT1	ILMN_2141650	11	65030844-65030893	Homo sapiens metastasis associated lung adenocarcinoma transcript 1 (non-protein coding) (MALAT1), non-coding RNA.
NM_016328.1	9569	GTF2IRD1	ILMN_1669717	7	73506102-73506151	Homo sapiens GTF2I repeat domain containing 1 (GTF2IRD1), transcript variant 1, mRNA.
NM_016328.1	9569	GTF2IRD1	ILMN_1712628	7	73653402-73653443:73654628-73654635	Homo sapiens GTF2I repeat domain containing 1 (GTF2IRD1), transcript variant 1, mRNA.
NM_194330.2	152006	RNF38	ILMN_2273882	9	36401131-36401180	Homo sapiens ring finger protein 38 (RNF38), transcript variant 5, mRNA.
NM_001002838.1	65267	WNK3	ILMN_2394552	X	54240172-54240221	Homo sapiens WNK lysine deficient protein kinase 3 (WNK3), transcript variant 2, mRNA.
NM_001033082.1	4610	MYCL1	ILMN_1803650	1	40366836-40366885	Homo sapiens v-myc myelocytomatosis viral oncogene homolog 1, lung carcinoma derived (avian) (MYCL1), transcript variant 2, mRNA.
NM_032595.3	84687	PPP1R9B	ILMN_1688865	17	48212954-48213003	Homo sapiens protein phosphatase 1, regulatory (inhibitor) subunit 9B (PPP1R9B), mRNA.
NM_153825.1	51091	SEPSECS	ILMN_1750092	4	24732978-24733027	Homo sapiens Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase (SEPSECS), transcript variant 2, mRNA.
NM_004750.2	9244	CRLF1	ILMN_1681515	19	18565266-18565315	Homo sapiens cytokine receptor-like factor 1 (CRLF1), mRNA.
NM_153329.2	126133	ALDH16A1	ILMN_2051381	19	54664022-54664055:54665375-54665390	Homo sapiens aldehyde dehydrogenase 16 family, member A1 (ALDH16A1), mRNA.
NM_012133.2	26958	COPG2	ILMN_1809496	7	129933576-129933625	Homo sapiens coatomer protein complex, subunit gamma 2 (COPG2), mRNA.
NM_002981.1	6346	CCL1	ILMN_2086965	17	32688892-32688915:32690105-32690130	Homo sapiens chemokine (C-C motif) ligand 1 (CCL1), mRNA.
NM_014680.2	9703	KIAA0100	ILMN_1718206	17	26941840-26941889	Homo sapiens KIAA0100 (KIAA0100), mRNA.
NM_138349.2	90313	TP53I13	ILMN_1666178	17	24924201-24924250	Homo sapiens tumor protein p53 inducible protein 13 (TP53I13), mRNA.
NM_145052.1	139596	UPRT	ILMN_2154101	X	74440764-74440813	Homo sapiens uracil phosphoribosyltransferase (FUR1) homolog (S. cerevisiae) (UPRT), mRNA.
NM_032575.2	84662	GLIS2	ILMN_1710985	16	4327714-4327763	Homo sapiens GLIS family zinc finger 2 (GLIS2), mRNA.
NM_001013681.1	401252	LOC401252	ILMN_2125590	6	32341204-32341253	Homo sapiens hypothetical gene supported by AK123889 (LOC401252), mRNA.
NM_020408.3	57128	LYRM4	ILMN_1740927	6	5053836-5053885	Homo sapiens LYR motif containing 4 (LYRM4), mRNA.
NM_001039761.2	642980	LOC642980	ILMN_2079322	X	148843244-148843293	Homo sapiens hypothetical protein LOC642980 (LOC642980), mRNA.
NM_001039761.2	642980	LOC642980	ILMN_1746369	X	148843902-148843951	Homo sapiens hypothetical protein LOC642980 (LOC642980), mRNA.
NM_005698.2	10067	SCAMP3	ILMN_1793712	1	155225850-155225899	Homo sapiens secretory carrier membrane protein 3 (SCAMP3), transcript variant 1, mRNA.
NM_198968.2	22873	DZIP1	ILMN_1685431	13	96261714-96261763	Homo sapiens DAZ interacting protein 1 (DZIP1), transcript variant 2, mRNA.
NM_001526.2	3062	HCRTR2	ILMN_1678065	6	55255063-55255112	Homo sapiens hypocretin (orexin) receptor 2 (HCRTR2), mRNA.
NM_016190.1	49860	CRNN	ILMN_1727220	1	150648460-150648509	Homo sapiens cornulin (CRNN), mRNA.
NM_181843.1	254552	NUDT8	ILMN_2175659	11	67395745-67395775:67395776-67395794	Homo sapiens nudix (nucleoside diphosphate linked moiety X)-type motif 8 (NUDT8), mRNA.
NM_198041.1	11162	NUDT6	ILMN_1694311	4	124063434-124063483	Homo sapiens nudix (nucleoside diphosphate linked moiety X)-type motif 6 (NUDT6), transcript variant 2, mRNA.
NM_025209.2	80314	EPC1	ILMN_1746276	10	32600813-32600851:32600960-32600970	Homo sapiens enhancer of polycomb homolog 1 (Drosophila) (EPC1), mRNA.
NM_001816.2	1088	CEACAM8	ILMN_1806056	19	47776394-47776443	Homo sapiens carcinoembryonic antigen-related cell adhesion molecule 8 (CEACAM8), mRNA.
NM_006538.3	10018	BCL2L11	ILMN_1766541	2	111597819-111597868	Homo sapiens BCL2-like 11 (apoptosis facilitator) (BCL2L11), transcript variant 6, mRNA.
NM_006538.3	10018	BCL2L11	ILMN_2359627	2	111598138-111598187	Homo sapiens BCL2-like 11 (apoptosis facilitator) (BCL2L11), transcript variant 6, mRNA.
NM_004349.2	862	RUNX1T1	ILMN_1724669	8	93144144-93144193	Homo sapiens runt-related transcription factor 1; translocated to, 1 (cyclin D-related) (RUNX1T1), transcript variant 1, mRNA.
NM_004349.2	862	RUNX1T1	ILMN_1812795	8	93041171-93041220	Homo sapiens runt-related transcription factor 1; translocated to, 1 (cyclin D-related) (RUNX1T1), transcript variant 1, mRNA.
NM_052928.1	114826	SMYD4	ILMN_2086238	17	1629795-1629844	Homo sapiens SET and MYND domain containing 4 (SMYD4), mRNA.
NM_001024666.1	30011	SH3KBP1	ILMN_1652650	X	19674480-19674480:19727673-19727721	Homo sapiens SH3-domain kinase binding protein 1 (SH3KBP1), transcript variant 2, mRNA.
NM_198856.1	64800	EFCAB6	ILMN_2388403	22	43926711-43926760	Homo sapiens EF-hand calcium binding domain 6 (EFCAB6), transcript variant 2, mRNA.
NM_003717.1	8620	NPFF	ILMN_1682503	12	52186874-52186923	Homo sapiens neuropeptide FF-amide peptide precursor (NPFF), mRNA.
NM_012311.2	22944	KIN	ILMN_1670298	10	7837434-7837483	Homo sapiens KIN, antigenic determinant of recA protein homolog (mouse) (KIN), mRNA.
NM_003722.3	8626	TP73L	ILMN_2138801	3	191097228-191097277	Homo sapiens tumor protein p73-like (TP73L), mRNA.
NM_003762.3	8674	VAMP4	ILMN_1761363	1	171673273-171673322	Homo sapiens vesicle-associated membrane protein 4 (VAMP4), mRNA.
NM_003762.3	8674	VAMP4	ILMN_1804676	1	171675558-171675558:171678805-171678853	Homo sapiens vesicle-associated membrane protein 4 (VAMP4), mRNA.
NM_201274.2	23164	MPRIP	ILMN_1678692	17	17020483-17020532	Homo sapiens myosin phosphatase Rho interacting protein (MPRIP), transcript variant 2, mRNA.
NM_005882.3	10296	MAEA	ILMN_2327090	4	1309376-1309388:1311415-1311451	Homo sapiens macrophage erythroblast attacher (MAEA), transcript variant 2, mRNA.
NM_213648.1	6932	TCF7	ILMN_1677846	5	133479417-133479466	Homo sapiens transcription factor 7 (T-cell specific, HMG-box) (TCF7), transcript variant 5, mRNA.
NM_213648.1	6932	TCF7	ILMN_1676470	5	133506325-133506374	Homo sapiens transcription factor 7 (T-cell specific, HMG-box) (TCF7), transcript variant 5, mRNA.
NM_030762.1	79365	BHLHB3	ILMN_1726809	12	26164268-26164317	Homo sapiens basic helix-loop-helix domain containing, class B, 3 (BHLHB3), mRNA.
NM_007144.2	7703	PCGF2	ILMN_1809859	17	36890319-36890368	Homo sapiens polycomb group ring finger 2 (PCGF2), mRNA.
NM_138738.2	79368	FCRL2	ILMN_1761873	1	156004124-156004173	Homo sapiens Fc receptor-like 2 (FCRL2), transcript variant 1, mRNA.
NM_006946.1	6712	SPTBN2	ILMN_1667079	11	66209455-66209504	Homo sapiens spectrin, beta, non-erythrocytic 2 (SPTBN2), mRNA.
NM_001005334.1	390756	OR3A4	ILMN_1751645	17	3161163-3161212	Homo sapiens olfactory receptor, family 3, subfamily A, member 4 (OR3A4), mRNA.
NM_014948.2	22888	UBOX5	ILMN_1652872	20	3095972-3096021	Homo sapiens U-box domain containing 5 (UBOX5), transcript variant 1, mRNA.
NM_014948.2	22888	UBOX5	ILMN_1774784	20	3088557-3088606	Homo sapiens U-box domain containing 5 (UBOX5), transcript variant 1, mRNA.
NM_019113.2	26291	FGF21	ILMN_2056569	19	49261240-49261289	Homo sapiens fibroblast growth factor 21 (FGF21), mRNA.
NM_152361.1	126272	EID2B	ILMN_2051900	19	44713911-44713960	Homo sapiens EP300 interacting inhibitor of differentiation 2B (EID2B), mRNA.
NM_001040614.1	55180	LINS1	ILMN_2338197	15	101109711-101109760	Homo sapiens lines homolog 1 (Drosophila) (LINS1), transcript variant 4, mRNA.
NM_130897.1	83657	DYNLRB2	ILMN_1697317	16	79141961-79142010	Homo sapiens dynein, light chain, roadblock-type 2 (DYNLRB2), mRNA.
NM_003376.4	7422	VEGFA	ILMN_2375879	6	43753792-43753841	Homo sapiens vascular endothelial growth factor A (VEGFA), transcript variant 2, mRNA.
NM_001008390.1	8545	CGGBP1	ILMN_1752631	3	88184245-88184294	Homo sapiens CGG triplet repeat binding protein 1 (CGGBP1), transcript variant 1, mRNA.
NM_001008390.1	8545	CGGBP1	ILMN_1797806	3	88189056-88189105	Homo sapiens CGG triplet repeat binding protein 1 (CGGBP1), transcript variant 1, mRNA.
NM_003355.2	7351	UCP2	ILMN_1685625	11	73686015-73686051:73686052-73686064	Homo sapiens uncoupling protein 2 (mitochondrial, proton carrier) (UCP2), nuclear gene encoding mitochondrial protein, mRNA.
NM_012254.1	10998	SLC27A5	ILMN_1725366	19	63701735-63701784	Homo sapiens solute carrier family 27 (fatty acid transporter), member 5 (SLC27A5), mRNA.
NM_032604.2	84696	ABHD1	ILMN_1743371	2	27207025-27207074	Homo sapiens abhydrolase domain containing 1 (ABHD1), mRNA.
NM_002206.1	3679	ITGA7	ILMN_1791409	12	54364936-54364985	Homo sapiens integrin, alpha 7 (ITGA7), mRNA.
NM_001010898.1	388662	SLC6A17	ILMN_1723837	1	110546038-110546087	Homo sapiens solute carrier family 6, member 17 (SLC6A17), mRNA.
NM_181794.1	5570	PKIB	ILMN_1695002	6	122799036-122799084:122834761-122834761	Homo sapiens protein kinase (cAMP-dependent, catalytic) inhibitor beta (PKIB), transcript variant 2, mRNA.
NM_138371.1	91523	FAM113B	ILMN_1712431	12	45916614-45916663	Homo sapiens family with sequence similarity 113, member B (FAM113B), mRNA.
NM_001509.1	2880	GPX5	ILMN_1775871	6	28607547-28607596	Homo sapiens glutathione peroxidase 5 (epididymal androgen-related protein) (GPX5), transcript variant 1, mRNA.
NM_001509.1	2880	GPX5	ILMN_2385410	6	28609826-28609875	Homo sapiens glutathione peroxidase 5 (epididymal androgen-related protein) (GPX5), transcript variant 1, mRNA.
NM_152864.2	128414	NKAIN4	ILMN_1813639	20	61342846-61342895	Homo sapiens Na+/K+ transporting ATPase interacting 4 (NKAIN4), mRNA.
NM_007176.1	11161	C14orf1	ILMN_1760613	14	75186068-75186117	Homo sapiens chromosome 14 open reading frame 1 (C14orf1), mRNA.
NM_021622.3	59338	PLEKHA1	ILMN_2394250	10	124172520-124172561:124173705-124173712	Homo sapiens pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 1 (PLEKHA1), transcript variant 1, mRNA.
NM_012474.3	7371	UCK2	ILMN_1768662	1	164143621-164143670	Homo sapiens uridine-cytidine kinase 2 (UCK2), mRNA.
NM_017911.1	55007	FAM118A	ILMN_1809147	22	44115193-44115242	Homo sapiens family with sequence similarity 118, member A (FAM118A), mRNA.
NM_207289.1	404744	AAA1	ILMN_1675204	7	34574394-34574443	Homo sapiens AAA1 protein (AAA1), transcript variant VII, mRNA.
NM_032335.2	84295	PHF6	ILMN_2325194	X	133375348-133375353:133375519-133375562	Homo sapiens PHD finger protein 6 (PHF6), transcript variant 3, mRNA.
NM_130906.1	53938	PPIL3	ILMN_1770020	2	201444024-201444073	Homo sapiens peptidylprolyl isomerase (cyclophilin)-like 3 (PPIL3), transcript variant PPIL3b, mRNA.
NM_130906.1	53938	PPIL3	ILMN_2393060	2	201454401-201454450	Homo sapiens peptidylprolyl isomerase (cyclophilin)-like 3 (PPIL3), transcript variant PPIL3b, mRNA.
NM_020461.3	85378	TUBGCP6	ILMN_2412571	22	50656926-50656975	Homo sapiens tubulin, gamma complex associated protein 6 (TUBGCP6), mRNA.
NM_020461.3	85378	TUBGCP6	ILMN_1766803	22	50656374-50656423	Homo sapiens tubulin, gamma complex associated protein 6 (TUBGCP6), mRNA.
NM_001098579.1	10335	MRVI1	ILMN_1766157	11	10607698-10607747	Homo sapiens murine retrovirus integration site 1 homolog (MRVI1), transcript variant 1, mRNA.
NM_153816.2	57231	SNX14	ILMN_2254583	6	86331816-86331856:86333971-86333979	Homo sapiens sorting nexin 14 (SNX14), transcript variant 1, mRNA.
NM_003094.2	6635	SNRPE	ILMN_2046199	1	202106762-202106811	Homo sapiens small nuclear ribonucleoprotein polypeptide E (SNRPE), mRNA.
NM_018374.2	54664	TMEM106B	ILMN_2067607	7	12243189-12243238	Homo sapiens transmembrane protein 106B (TMEM106B), mRNA.
NM_001012331.1	4914	NTRK1	ILMN_2326075	1	155116572-155116573:155117873-155117920	Homo sapiens neurotrophic tyrosine kinase, receptor, type 1 (NTRK1), transcript variant 1, mRNA.
NM_145859.1	11235	PDCD10	ILMN_1766024	3	168884651-168884700	Homo sapiens programmed cell death 10 (PDCD10), transcript variant 2, mRNA.
NM_145859.1	11235	PDCD10	ILMN_1709396	3	168925887-168925936	Homo sapiens programmed cell death 10 (PDCD10), transcript variant 2, mRNA.
NM_005163.2	207	AKT1	ILMN_1748661	14	105259749-105259798	Homo sapiens v-akt murine thymoma viral oncogene homolog 1 (AKT1), transcript variant 1, mRNA.
NM_015061.2	23081	JMJD2C	ILMN_1661770	9	7165007-7165056	Homo sapiens jumonji domain containing 2C (JMJD2C), mRNA.
NM_138815.2	151871	DPPA2	ILMN_1780790	3	110506066-110506115	Homo sapiens developmental pluripotency associated 2 (DPPA2), mRNA.
NM_001012715.1	414318	C9orf106	ILMN_1777477	9	131126556-131126605	Homo sapiens chromosome 9 open reading frame 106 (C9orf106), mRNA.
NM_138777.2	92399	MRRF	ILMN_2298958	9	124115338-124115387	Homo sapiens mitochondrial ribosome recycling factor (MRRF), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA.
NM_138777.2	92399	MRRF	ILMN_2415949	9	124124889-124124938	Homo sapiens mitochondrial ribosome recycling factor (MRRF), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA.
NM_001001188.3	7226	TRPM2	ILMN_1743987	21	44687193-44687242	Homo sapiens transient receptor potential cation channel, subfamily M, member 2 (TRPM2), transcript variant S, mRNA.
NM_001001188.3	7226	TRPM2	ILMN_2352380	21	44686907-44686956	Homo sapiens transient receptor potential cation channel, subfamily M, member 2 (TRPM2), transcript variant S, mRNA.
NM_033430.2	8654	PDE5A	ILMN_1723230	4	120767769-120767778:120767779-120767818	Homo sapiens phosphodiesterase 5A, cGMP-specific (PDE5A), transcript variant 2, mRNA.
NM_152707.2	8034	SLC25A16	ILMN_2115421	10	70242381-70242430	Homo sapiens solute carrier family 25 (mitochondrial carrier; Graves disease autoantigen), member 16 (SLC25A16), nuclear gene encoding mitochondrial protein, mRNA.
NM_032160.2	92126	DSEL	ILMN_1671966	18	65182719-65182729:65183598-65183636	Homo sapiens dermatan sulfate epimerase-like (DSEL), mRNA.
