GenomicLocus	IndSigSNP	chr	bp	snp	DateAddedToCatalog	PMID	FirstAuth	Date	Journal	Link	Study	Trait	InitialN	ReplicationN	Region	ReportedGene	MappedGene	UpGene	DownGene	SNP_Gene_ID	UpGeneDist	DownGeneDist	Strongest	SNPs	marged	SNP_ID_cur	Context	intergenic	RiskAF	P	Pmlog	Ptext	OrBeta	95CI	Platform	CNV
14	rs1064725	19	45415285	rs138235833	2018-07-20	29777097	Marioni RE	2018-05-18	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/29777097	GWAS on family history of Alzheimer's disease.	Alzheimer's disease or family history of Alzheimer's disease	up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 British ancestry individuals with no parental history of Alzheimer's disease, 25,580 Alzheimer's disease cases, 48,466 controls	NA	19q13.32	NR	APOE - APOC1	348	341		2633	2219	rs138235833-?	rs138235833	0	138235833	non_coding_transcript_exon_variant	1	NR	5E-8	7.301029995663981				Affymetrix [7795605] (imputed)	N
14	rs59325138	19	45416291	rs59325138	2018-07-20	29777097	Marioni RE	2018-05-18	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/29777097	GWAS on family history of Alzheimer's disease.	Alzheimer's disease or family history of Alzheimer's disease	up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 British ancestry individuals with no parental history of Alzheimer's disease, 25,580 Alzheimer's disease cases, 48,466 controls	NA	19q13.32	NR	APOE - APOC1	348	341		3639	1213	rs59325138-?	rs59325138	0	59325138	non_coding_transcript_exon_variant	1	NR	5E-8	7.301029995663981				Affymetrix [7795605] (imputed)	N
14	rs3925681	19	45421100	rs3925681	2018-07-20	29777097	Marioni RE	2018-05-18	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/29777097	GWAS on family history of Alzheimer's disease.	Alzheimer's disease or family history of Alzheimer's disease	up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 British ancestry individuals with no parental history of Alzheimer's disease, 25,580 Alzheimer's disease cases, 48,466 controls	NA	19q13.32	NR	APOC1			341			rs3925681-?	rs3925681	0	3925681	intron_variant	0	NR	7E-162	161.15490195998575				Affymetrix [7795605] (imputed)	N
14	rs3925681	19	45421100	rs3925681	2018-07-20	29777097	Marioni RE	2018-05-18	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/29777097	GWAS on family history of Alzheimer's disease.	Family history of Alzheimer's disease	up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 European ancestry individuals with no parental history of Alzheimer's disease	NA	19q13.32	NR	APOC1			341			rs3925681-?	rs3925681	0	3925681	intron_variant	0	NR	3E-90	89.52287874528034				Affymetrix [7795605] (imputed)	N
14	rs814573	19	45422160	rs12721051	2017-03-27	27798624	Eppinga RN	2016-10-31	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27798624	Identification of genomic loci associated with resting heart rate and shared genetic predictors with all-cause mortality.	Resting heart rate	127,919 European ancestry individuals, 2,478 Asian ancestry individuals, 1,734 Black individuals, 684 Mixed ancestry individuals, 1,436 individuals	130,795 European ancestry individuals	19q13.32	APOE, APOC1, PVRL2	APOC1			341			rs12721051-G	rs12721051	0	12721051	3_prime_UTR_variant	0	0.18	5E-11	10.301029995663981		0.2874	[0.2-0.37] unit decrease	Affymetrix [19941912] (imputed)	N
14	rs814573	19	45422160	rs12721051	2018-11-26	30275531	Klarin D	2018-10-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30275531	Genetics of blood lipids among ~300,000 multi-ethnic participants of the Million Veteran Program.	Total cholesterol levels	215,551 European ancestry individuals, 57,332 African American individuals, 24,743 Hispanic individuals	Up to 319,677 individuals	19q13.32	APOC1	APOC1			341			rs12721051-C	rs12721051	0	12721051	3_prime_UTR_variant	0	0.8427	1E-179	179.0		0.1061	[0.099-0.113] mg dl−1 decrease	Affymetrix [up to 31400000] (imputed)	N
14	rs814573	19	45422846	rs56131196	2013-06-06	23419831	Ramanan VK	2013-02-19	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/23419831	APOE and BCHE as modulators of cerebral amyloid deposition: a florbetapir PET genome-wide association study.	Alzheimer's disease biomarkers	555 European ancestry individuals	NA	19q13.32	APOC1	APOC1 - APOC1P1	341	342		240	7214	rs56131196-A	rs56131196	0	56131196	intergenic_variant	1	0.29	4E-12	11.397940008672037	(Cortical Ab)			Illumina [6108668] (imputed)	N
14	rs814573	19	45422846	rs56131196	2016-09-12	26343387	Nikpay M	2015-09-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/26343387	A comprehensive 1,000 Genomes-based genome-wide association meta-analysis of coronary artery disease.	Myocardial infarction	27,509 European ancestry cases, 130 African American cases, 278 Hispanic American cases, 10,257 South Asian ancestry cases, 288 Lebanese ancestry cases, 1,687 East Asian ancestry cases, 99,121 European ancestry controls, 2,778 African American controls, 3,337 Hispanic American controls, 12,899 South Asian ancestry controls, 466 Lebanese ancestry controls, 7,709 East Asian ancestry controls	NA	19q13.32	APOC1	APOC1 - APOC1P1	341	342		240	7214	rs56131196-A	rs56131196	0	56131196	intergenic_variant	1	0.16	4E-8	7.3979400086720375		1.09	[1.06-1.12]	Affymetrix, Illumina [8600000] (imputed)	N
14	rs814573	19	45422846	rs56131196	2016-12-08	26830138	Herold C	2016-02-02	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/26830138	Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.	Alzheimer disease and age of onset	2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families	NA	19q13.32	Intergenic	APOC1 - APOC1P1	341	342		240	7214	rs56131196-A	rs56131196	0	56131196	intergenic_variant	1	NR	3E-24	23.522878745280337	(within families)	10.157	unit increase	Affymetrix [up to 15107142] (imputed)	N
14	rs814573	19	45422946	rs4420638	2008-06-16	18193044	Kathiresan S	2008-01-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18193044	Six new loci associated with blood low-density lipoprotein cholesterol, high-density lipoprotein cholesterol or triglycerides in humans.	LDL cholesterol	2,758 European ancestry individuals	18,544 European ancestry individuals	19q13.32	APOC2, APOE, APOC4, APOC1	APOC1 - APOC1P1	341	342		340	7114	rs4420638-G	rs4420638	0	4420638	intergenic_variant	1	0.2	1E-60	60.0		0.19	[0.15-0.23] unit increase	Affymetrix [389878]	N
14	rs814573	19	45422946	rs4420638	2008-09-08	17474819	Coon KD	2007-04-01	J Clin Psychiatry	www.ncbi.nlm.nih.gov/pubmed/17474819	A high-density whole-genome association study reveals that APOE is the major susceptibility gene for sporadic late-onset Alzheimer's disease.	Alzheimer's disease (late onset)	664 European ancestry cases, 422 European ancestry controls	NA	19q13.32	APOE	APOC1 - APOC1P1	341	342		340	7114	rs4420638-?	rs4420638	0	4420638	intergenic_variant	1	NR	1E-39	39.0		4.01	[NR]	Affymetrix [~ 502627]	N
14	rs814573	19	45422946	rs4420638	2008-09-15	17975299	Webster JA	2007-11-01	Neurodegener Dis	www.ncbi.nlm.nih.gov/pubmed/17975299	Sorl1 as an Alzheimer's disease predisposition gene?	Alzheimer's disease	664 cases, 422 controls	NA	19q13.32	APOE	APOC1 - APOC1P1	341	342		340	7114	rs4420638-?	rs4420638	0	4420638	intergenic_variant	1	NR	1E-39	39.0				Affymetrix [~ 502627]	N
14	rs814573	19	45422946	rs4420638	2008-09-15	18262040	Sandhu MS	2008-02-09	Lancet	www.ncbi.nlm.nih.gov/pubmed/18262040	LDL-cholesterol concentrations: a genome-wide association study.	LDL cholesterol	11,685 European ancestry individuals	Up to 4,979 European ancestry individuals	19q13.32	APOC1	APOC1 - APOC1P1	341	342		340	7114	rs4420638-G	rs4420638	0	4420638	intergenic_variant	1	0.18	1E-20	20.0		0.06	[0.04-0.08] mmol/L increase	Affymetrix, Illumina [up to 461986]	N
14	rs814573	19	45422946	rs4420638	2008-09-16	18193043	Willer CJ	2008-01-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18193043	Newly identified loci that influence lipid concentrations and risk of coronary artery disease.	LDL cholesterol	8,589 European ancestry individuals	12,981 European ancestry individuals	19q13.32	APOE, APOC4, APOC1	APOC1 - APOC1P1	341	342		340	7114	rs4420638-G	rs4420638	0	4420638	intergenic_variant	1	0.18	3E-43	42.52287874528034		6.61	[NR] mg/dl increase	Affymetrix, Illumina [~ 2261000] (imputed)	N
14	rs814573	19	45422946	rs4420638	2008-12-09	18802019	Burkhardt R	2008-09-18	Arterioscler Thromb Vasc Biol	www.ncbi.nlm.nih.gov/pubmed/18802019	Common SNPs in HMGCR in micronesians and whites associated with LDL-cholesterol levels affect alternative splicing of exon13.	LDL cholesterol	2,346 Micronesian ancestry individuals	NA	19q13.32	APOC2, APOE, APOC4, APOC1	APOC1 - APOC1P1	341	342		340	7114	rs4420638-?	rs4420638	0	4420638	intergenic_variant	1	NR	2E-7	6.698970004336019				Affymetrix [~ 500000]	N
14	rs814573	19	45422946	rs4420638	2009-01-14	19060906	Kathiresan S	2008-12-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19060906	Common variants at 30 loci contribute to polygenic dyslipidemia.	LDL cholesterol	19,840 European ancestry individuals	Up to 20,623 European ancestry individuals	19q13.32	APOC2, APOE, APOC4, APOC1	APOC1 - APOC1P1	341	342		340	7114	rs4420638-G	rs4420638	0	4420638	intergenic_variant	1	0.16	4E-27	26.397940008672037		0.29	[0.17-0.41] s.d. increase	Affymetrix, Illumina [~ 2600000] (imputed)	N
14	rs814573	19	45422946	rs4420638	2009-07-12	19567438	Elliott P	2009-07-01	JAMA	www.ncbi.nlm.nih.gov/pubmed/19567438	Genetic Loci associated with C-reactive protein levels and risk of coronary heart disease.	C-reactive protein	17,967 European ancestry and Indian Asian ancestry individuals	13,615 European ancestry and Indian Asian ancestry Individuals	19q13.32	APOE, APOCII, APOC1	APOC1 - APOC1P1	341	342		340	7114	rs4420638-G	rs4420638	0	4420638	intergenic_variant	1	NR	5E-27	26.30102999566398		21.8	[18.1-25.3] % decrease	Affymetrix, Illumina, Perlegen [~ 1400000] (imputed)	N
14	rs814573	19	45422946	rs4420638	2009-09-28	17998437	Li H	2007-11-12	Arch Neurol	www.ncbi.nlm.nih.gov/pubmed/17998437	Candidate single-nucleotide polymorphisms from a genomewide association study of Alzheimer disease.	Alzheimer's disease	753 European ancestry cases, 736 European ancestry controls	418 European ancestry cases, 249 European ancestry controls	19q13.32	APOE, APOC1	APOC1 - APOC1P1	341	342		340	7114	rs4420638-?	rs4420638	0	4420638	intergenic_variant	1	NR	2E-44	43.69897000433602				Affymetrix [469438]	N
14	rs814573	19	45422946	rs4420638	2009-10-15	19197348	Lowe JK	2009-02-06	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/19197348	Genome-wide association studies in an isolated founder population from the Pacific Island of Kosrae.	Quantitative traits	2,906 Kosraen individuals	NA	19q13.32	APOC2, APOE, APOC4, TOMM40, APOC1	APOC1 - APOC1P1	341	342		340	7114	rs4420638-G	rs4420638	0	4420638	intergenic_variant	1	0.21	2E-6	5.698970004336019	(CRP)	0.28	[NR] mg/L decrease	Affymetrix [408775]	N
14	rs814573	19	45422946	rs4420638	2009-10-15	19197348	Lowe JK	2009-02-06	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/19197348	Genome-wide association studies in an isolated founder population from the Pacific Island of Kosrae.	Quantitative traits	2,906 Kosraen individuals	NA	19q13.32	APOC2, APOE, APOC4, TOMM40, APOC1	APOC1 - APOC1P1	341	342		340	7114	rs4420638-G	rs4420638	0	4420638	intergenic_variant	1	0.21	3E-7	6.522878745280337	(TC)	0.28	[NR] mg/dL increase	Affymetrix [408775]	N
14	rs814573	19	45422946	rs4420638	2009-10-15	19197348	Lowe JK	2009-02-06	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/19197348	Genome-wide association studies in an isolated founder population from the Pacific Island of Kosrae.	Quantitative traits	2,906 Kosraen individuals	NA	19q13.32	APOC2, APOE, APOC4, TOMM40, APOC1	APOC1 - APOC1P1	341	342		340	7114	rs4420638-G	rs4420638	0	4420638	intergenic_variant	1	0.21	5E-6	5.301029995663981	(TG)	0.22	[NR] mg/dL increase	Affymetrix [408775]	N
14	rs814573	19	45422946	rs4420638	2010-05-26	20442857	Suchindran S	2010-04-29	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/20442857	Genome-wide association study of Lp-PLA(2) activity and mass in the Framingham Heart Study.	Lipoprotein-associated phospholipase A2 activity and mass	6,668 European ancestry individuals	NA	19q13.32	APOC1	APOC1 - APOC1P1	341	342		340	7114	rs4420638-G	rs4420638	0	4420638	intergenic_variant	1	0.16	6E-24	23.221848749616356	(activity)	8.0	[NR] nmol/ml/min increase	Affymetrix [360811]	N
14	rs814573	19	45422946	rs4420638	2010-10-17	20864672	Waterworth DM	2010-09-23	Arterioscler Thromb Vasc Biol	www.ncbi.nlm.nih.gov/pubmed/20864672	Genetic variants influencing circulating lipid levels and risk of coronary artery disease.	LDL cholesterol	up to 17,723 European ancestry individuals	up to 37,774 European ancestry individuals, up to 9,665 Indian Asian ancestry individuals	19q13.32	APOC2, APOE, APOC4, APOC1	APOC1 - APOC1P1	341	342		340	7114	rs4420638-G	rs4420638	0	4420638	intergenic_variant	1	0.18	2E-40	39.69897000433602		0.06	[0.05-0.07] unit increase	Affymetrix, Illumina, Perlegen [2155369] (imputed)	N
14	rs814573	19	45422946	rs4420638	2011-01-16	21196492	Okada Y	2010-12-31	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/21196492	Genome-wide association study for C-reactive protein levels identified pleiotropic associations in the IL6 locus.	C-reactive protein	10,112 Japanese ancestry individuals	2,742 Japanese ancestry individuals	19q13.32	APOE-CI-CII cluster	APOC1 - APOC1P1	341	342		340	7114	rs4420638-A	rs4420638	0	4420638	intergenic_variant	1	0.90	3E-7	6.522878745280337		0.136	[0.09-0.19] unit increase	Illumina [477784]	N
14	rs814573	19	45422946	rs4420638	2011-07-20	21740922	Nebel A	2011-06-29	Mech Ageing Dev	www.ncbi.nlm.nih.gov/pubmed/21740922	A genome-wide association study confirms APOE as the major gene influencing survival in long-lived individuals.	Longevity	763 European ancestry individuals, 1,058 European ancestry individuals	754 European ancestry individuals, 860 European ancestry individuals	19q13.32	APOC1	APOC1 - APOC1P1	341	342		340	7114	rs4420638-?	rs4420638	0	4420638	intergenic_variant	1	0.81	2E-16	15.698970004336019				Affymetrix [664472]	N
14	rs814573	19	45422946	rs4420638	2011-11-16	22003152	Grallert H	2011-10-14	Eur Heart J	www.ncbi.nlm.nih.gov/pubmed/22003152	Eight genetic loci associated with variation in lipoprotein-associated phospholipase A2 mass and activity and coronary heart disease: meta-analysis of genome-wide association studies from five community-based studies.	Lipoprotein-associated phospholipase A2 activity and mass	12,126 European ancestry individuals, 1,538 individuals	NA	19q13.32	APOC1	APOC1 - APOC1P1	341	342		340	7114	rs4420638-A	rs4420638	0	4420638	intergenic_variant	1	0.84	5E-30	29.30102999566398	(Activity concentrations)	0.054	[0.044-0.064] unit decrease	Affymetrix, Illumina [2661766] (imputed)	N
14	rs814573	19	45422946	rs4420638	2011-12-03	22054870	De Jager PL	2011-11-03	Neurobiol Aging	www.ncbi.nlm.nih.gov/pubmed/22054870	A genome-wide scan for common variants affecting the rate of age-related cognitive decline.	Cognitive decline	749 European ancestry individuals	1,562 European ancestry individuals, 717 cases	19q13.32	APOE, TOMM40	APOC1 - APOC1P1	341	342		340	7114	rs4420638-?	rs4420638	0	4420638	intergenic_variant	1	NR	4E-27	26.397940008672037				Affymetrix [672266]	N
14	rs814573	19	45422946	rs4420638	2012-01-25	20686565	Teslovich TM	2010-08-05	Nature	www.ncbi.nlm.nih.gov/pubmed/20686565	Biological, clinical and population relevance of 95 loci for blood lipids.	Cholesterol, total	100,184 European ancestry individuals	NA	19q13.32	APOC2, APOE, APOC1	APOC1 - APOC1P1	341	342		340	7114	rs4420638-G	rs4420638	0	4420638	intergenic_variant	1	0.17	5E-111	110.30102999566398		6.83	[6.2-7.46] mg/dL increase	Affymetrix, Illumina, Perlegen [~ 2600000] (imputed)	N
14	rs814573	19	45422946	rs4420638	2012-01-25	20686565	Teslovich TM	2010-08-05	Nature	www.ncbi.nlm.nih.gov/pubmed/20686565	Biological, clinical and population relevance of 95 loci for blood lipids.	HDL cholesterol	99,900 European ancestry individuals	NA	19q13.32	APOC2, APOE, APOC1	APOC1 - APOC1P1	341	342		340	7114	rs4420638-G	rs4420638	0	4420638	intergenic_variant	1	0.17	4E-21	20.397940008672037		1.06	[0.82-1.3] mg/dL decrease	Affymetrix, Illumina, Perlegen [~ 2600000] (imputed)	N
14	rs814573	19	45422946	rs4420638	2012-01-25	20686565	Teslovich TM	2010-08-05	Nature	www.ncbi.nlm.nih.gov/pubmed/20686565	Biological, clinical and population relevance of 95 loci for blood lipids.	LDL cholesterol	95,454 European ancestry individuals	NA	19q13.32	APOC2, APOE, APOC1	APOC1 - APOC1P1	341	342		340	7114	rs4420638-G	rs4420638	0	4420638	intergenic_variant	1	0.17	9E-147	146.04575749056067		7.14	[6.57-7.71] mg/dL increase	Affymetrix, Illumina, Perlegen [~ 2600000] (imputed)	N
14	rs814573	19	45422946	rs4420638	2012-08-14	22832961	Kamboh MI	2012-05-15	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/22832961	Genome-wide association study of Alzheimer's disease.	Alzheimer's disease	1,291 European ancestry cases, 938 European ancestry controls	509 European ancestry cases, 753 European ancestry controls, 2,218 cases, 2,583 controls	19q13.32	APOE, TOMM40, APOC1	APOC1 - APOC1P1	341	342		340	7114	rs4420638-?	rs4420638	0	4420638	intergenic_variant	1	NR	8E-149	148.09691001300806		3.45	[NR]	Illumina [2543888] (imputed)	N
14	rs814573	19	45422946	rs4420638	2013-07-31	23455636	Fritsche LG	2013-03-03	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23455636	Seven new loci associated with age-related macular degeneration.	Age-related macular degeneration	6,713 European ancestry cases, 48,402 European ancestry contols, 110 Southern Indian ancestry cases, 119 Southern Indian ancestry controls, 827 Japanese ancestry cases, 3,323 Japanese ancestry controls	9,070 European ancestry cases, 7,683 European ancestry contols, 461 East Asian ancestry cases, 547 East Asian ancestry controls	19q13.32	APOE	APOC1 - APOC1P1	341	342		340	7114	rs4420638-A	rs4420638	0	4420638	intergenic_variant	1	0.83	2E-20	19.69897000433602		1.3	[1.24-1.36]	Affymetrix, Illumina [2442884] (imputed)	N
14	rs814573	19	45422946	rs4420638	2014-03-22	24023261	Keller M	2013-09-10	J Lipid Res	www.ncbi.nlm.nih.gov/pubmed/24023261	THOC5: a novel gene involved in HDL-cholesterol metabolism.	Lipid traits	839 European ancestry individuals	up to 5,248 European ancestry individuals	19q13.32	APOC1	APOC1 - APOC1P1	341	342		340	7114	rs4420638-G	rs4420638	0	4420638	intergenic_variant	1	0.17	1E-14	14.0	(LDL-C)	0.25	unit increase	Affymetrix [390619]	N
14	rs814573	19	45422946	rs4420638	2014-05-12	24097068	Willer CJ	2013-10-06	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24097068	Discovery and refinement of loci associated with lipid levels.	Cholesterol, total	94,595 European ancestry individuals	93,982 European ancestry individuals	19q13.32	APOE	APOC1 - APOC1P1	341	342		340	7114	rs4420638-G	rs4420638	0	4420638	intergenic_variant	1	0.19	1E-149	149.0		0.197	[NR] unit increase	NR [NR] (imputed)	N
14	rs814573	19	45422946	rs4420638	2014-05-12	24097068	Willer CJ	2013-10-06	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24097068	Discovery and refinement of loci associated with lipid levels.	HDL cholesterol	94,595 European ancestry individuals	93,982 European ancestry individuals	19q13.32	APOE	APOC1 - APOC1P1	341	342		340	7114	rs4420638-G	rs4420638	0	4420638	intergenic_variant	1	0.19	2E-21	20.69897000433602		0.067	[NR] unit decrease	NR [NR] (imputed)	N
14	rs814573	19	45422946	rs4420638	2014-05-12	24097068	Willer CJ	2013-10-06	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24097068	Discovery and refinement of loci associated with lipid levels.	LDL cholesterol	94,595 European ancestry individuals	93,982 European ancestry individuals	19q13.32	APOE	APOC1 - APOC1P1	341	342		340	7114	rs4420638-G	rs4420638	0	4420638	intergenic_variant	1	0.19	2E-178	177.69897000433602		0.225	[NR] unit increase	NR [NR] (imputed)	N
14	rs814573	19	45422946	rs4420638	2014-10-29	24688116	Deelen J	2014-03-31	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/24688116	Genome-wide association meta-analysis of human longevity identifies a novel locus conferring survival beyond 90 years of age.	Longevity (85 years and older)	7,729 European ancestry cases, 16,121 European ancestry controls	13,060 European ancestry cases, 61,156 European ancestry controls	19q13.32	APOE	APOC1 - APOC1P1	341	342		340	7114	rs4420638-?	rs4420638	0	4420638	intergenic_variant	1	0.798	2E-26	25.69897000433602		1.22	[1.18-1.27]	Illumina [2480356] (imputed)	N
14	rs814573	19	45422946	rs4420638	2014-10-29	24688116	Deelen J	2014-03-31	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/24688116	Genome-wide association meta-analysis of human longevity identifies a novel locus conferring survival beyond 90 years of age.	Longevity (90 years and older)	5,406 European ancestry cases, 15,112 European ancestry controls	7,330 European ancestry cases, 61,156 European ancestry controls	19q13.32	APOE	APOC1 - APOC1P1	341	342		340	7114	rs4420638-?	rs4420638	0	4420638	intergenic_variant	1	0.798	3E-36	35.52287874528034		1.39	[1.32-1.47]	Illumina [2470825] (imputed)	N
14	rs814573	19	45422946	rs4420638	2015-05-11	22005931	Kamboh MI	2011-10-18	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/22005931	Genome-wide association analysis of age-at-onset in Alzheimer's disease.	Alzheimer's disease (age of onset)	1,190 European ancestry cases, 1,032 cases	NA	19q13.32	APOE, TOMM40, APOC1, PVRL2	APOC1 - APOC1P1	341	342		340	7114	rs4420638-?	rs4420638	0	4420638	intergenic_variant	1	NR	1E-12	12.0		2.2018	unit increase	Illumina [2543888] (imputed)	N
14	rs814573	19	45422946	rs4420638	2015-05-23	21300955	Dehghan A	2011-02-07	Circulation	www.ncbi.nlm.nih.gov/pubmed/21300955	Meta-analysis of genome-wide association studies in >80 000 subjects identifies multiple loci for C-reactive protein levels.	C-reactive protein levels	63,678 European ancestry individuals 1,792 Erasmus Ruchpen individuals, 715 Orcadian individuals	16,540 European ancestry individuals	19q13.32	APOC1	APOC1 - APOC1P1	341	342		340	7114	rs4420638-A	rs4420638	0	4420638	intergenic_variant	1	NR	9E-139	138.04575749056067		0.236	[0.22-0.26] unit increase	Affymetrix, Illumina [~ 2500000] (imputed)	N
14	rs814573	19	45422946	rs4420638	2015-09-22	25648963	Debette S	2014-11-25	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/25648963	Genome-wide studies of verbal declarative memory in nondemented older people: the Cohorts for Heart and Aging Research in Genomic Epidemiology consortium.	Verbal declarative memory	Up to 27,337 European ancestry individuals, up to 472 Korkulan individuals, up to 1,267 Erasmus Rucphen Family individuals	Up to 10,617 European ancestry individuals, up to 3,811 African American individuals	19q13.32	APOC1, APOE	APOC1 - APOC1P1	341	342		340	7114	rs4420638-G	rs4420638	0	4420638	intergenic_variant	1	0.18	1E-16	16.0	(PAR-dr)			Affymetrix, Illumina [NR] (imputed)	N
14	rs814573	19	45422946	rs4420638	2015-09-22	25648963	Debette S	2014-11-25	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/25648963	Genome-wide studies of verbal declarative memory in nondemented older people: the Cohorts for Heart and Aging Research in Genomic Epidemiology consortium.	Verbal declarative memory	Up to 27,337 European ancestry individuals, up to 472 Korkulan individuals, up to 1,267 Erasmus Rucphen Family individuals	Up to 10,617 European ancestry individuals, up to 3,811 African American individuals	19q13.32	APOC1, APOE	APOC1 - APOC1P1	341	342		340	7114	rs4420638-G	rs4420638	0	4420638	intergenic_variant	1	0.18	1E-16	16.0	(PAR-dr, EA)			Affymetrix, Illumina [NR] (imputed)	N
14	rs814573	19	45422946	rs4420638	2015-09-22	25648963	Debette S	2014-11-25	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/25648963	Genome-wide studies of verbal declarative memory in nondemented older people: the Cohorts for Heart and Aging Research in Genomic Epidemiology consortium.	Verbal declarative memory	Up to 27,337 European ancestry individuals, up to 472 Korkulan individuals, up to 1,267 Erasmus Rucphen Family individuals	Up to 10,617 European ancestry individuals, up to 3,811 African American individuals	19q13.32	APOC1, APOE	APOC1 - APOC1P1	341	342		340	7114	rs4420638-G	rs4420638	0	4420638	intergenic_variant	1	0.18	2E-12	11.698970004336019	(ALL-dr)			Affymetrix, Illumina [NR] (imputed)	N
14	rs814573	19	45422946	rs4420638	2015-09-22	25648963	Debette S	2014-11-25	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/25648963	Genome-wide studies of verbal declarative memory in nondemented older people: the Cohorts for Heart and Aging Research in Genomic Epidemiology consortium.	Verbal declarative memory	Up to 27,337 European ancestry individuals, up to 472 Korkulan individuals, up to 1,267 Erasmus Rucphen Family individuals	Up to 10,617 European ancestry individuals, up to 3,811 African American individuals	19q13.32	APOC1, APOE	APOC1 - APOC1P1	341	342		340	7114	rs4420638-G	rs4420638	0	4420638	intergenic_variant	1	0.18	6E-13	12.221848749616356	(ALL-dr, EA)			Affymetrix, Illumina [NR] (imputed)	N
14	rs814573	19	45422946	rs4420638	2016-09-12	26343387	Nikpay M	2015-09-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/26343387	A comprehensive 1,000 Genomes-based genome-wide association meta-analysis of coronary artery disease.	Coronary artery disease	42,096 European ancestry cases, 361 African American cases, 758 Hispanic American cases, 12,658 South Asian ancestry cases, 1,802 Lebanese ancestry cases, 3,614 East Asian ancestry cases, 99,121 European ancestry controls, 2,778 African American controls, 3,337 Hispanic American controls, 12,899 South Asian ancestry controls, 466 Lebanese ancestry controls, 7,709 East Asian ancestry controls	NA	19q13.32	APOE, APOC1	APOC1 - APOC1P1	341	342		340	7114	rs4420638-G	rs4420638	0	4420638	intergenic_variant	1	0.166036	7E-11	10.154901959985743		1.1	[1.07- 1.13]	Affymetrix, Illumina [8600000] (imputed)	N
14	rs814573	19	45422946	rs4420638	2016-09-12	26421299	Li J	2015-09-03	Biomed Res Int	www.ncbi.nlm.nih.gov/pubmed/26421299	Genetic Interactions Explain Variance in Cingulate Amyloid Burden: An AV-45 PET Genome-Wide Association and Interaction Study in the ADNI Cohort.	Cingulate cortical amyloid beta load	215 European ancestry early mild cognitive impairment cases, 152 European ancestry late mild cognitive impairment cases, 45 European ancestry Alzheimer disease cases, 190  European ancestry controls	NA	19q13.32	APOC1	APOC1 - APOC1P1	341	342		340	7114	rs4420638-?	rs4420638	0	4420638	intergenic_variant	1	NR	5E-21	20.30102999566398				Illumina [582718]	N
14	rs814573	19	45422946	rs4420638	2016-12-08	26830138	Herold C	2016-02-02	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/26830138	Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.	Alzheimer disease and age of onset	2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families	NA	19q13.32	APOE	APOC1 - APOC1P1	341	342		340	7114	rs4420638-A	rs4420638	0	4420638	intergenic_variant	1	NR	2E-16	15.698970004336019	(between families)			Affymetrix [up to 15107142] (imputed)	N
