ensg	symbol	chr	start	end	strand	type	entrezID	HUGO	pLI	ncRVIS	posMapSNPs	posMapMaxCADD	minGwasP	IndSigSNPs	GenomicLocus
ENSG00000267114	CTB-129P6.11	19	45453301	45457264	-1	protein_coding	NA	NA	NA	NA	1048	30	0	rs62118204;rs846881;rs846876;rs2289494;rs112027066;rs7260482;rs714948;chr19:45195744:I;rs142034848;rs186110295;rs151330717;rs73035597;rs79638902;rs111278137;rs11881756;rs73037426;rs8108110;rs7257231;rs7254776;rs10422350;rs2927437;rs62117206;rs62117160;chr19:45253542:I;rs8103315;chr19:45241248:I;rs12459810;rs148933445;chr19:45253611:D;rs35106910;rs145414981;rs140824606;chr19:45276590:D;rs2967668;chr19:45311305:D;rs112450640;chr19:45303122:D;rs139246905;rs2889414;chr19:45301426:I;rs73048258;rs28399607;rs41290120;rs1135062;chr19:45323170:D;rs28399635;rs28399637;rs28399664;rs1871046;rs10407439;rs4802238;rs56394238;rs2972555;rs78986976;rs7343130;rs7249933;chr19:45356752:I;rs12691088;rs55840414;rs149661872;rs2972566;rs111371860;rs12974942;rs77241309;rs57537848;rs71364511;chr19:45371685:I;rs2972558;rs10410835;rs406315;rs365653;rs138607350;rs3112439;rs112422902;rs11673139;rs150639620;chr19:45372866:D;chr19:45376044:D;rs393584;rs41290108;rs76692773;rs6859;rs3852861;rs144261139;chr19:45406538:I;rs34095326;rs77301115;rs283808;rs283810;rs283814;rs7256200;rs157580;rs73936968;rs11668327;rs35568738;rs405697;rs72654472;rs449647;rs769446;rs59325138;rs814573;rs7412;rs157595;rs1064725;rs72654437;rs72654445;rs3925681;rs71352239;rs144311893;rs139136389;rs60049679;chr19:45432505:I;rs7254133;rs73045691;rs1132899;rs79429216;rs12721109;rs117316645;rs8102895;rs143674704;rs75178253;rs10775543;rs2376866;rs145639166;rs117261169;rs35194062;rs35194383;rs28809016;rs147188206;chr19:45516713:I;rs112380717;rs62117224;rs142380271;rs1971786;rs34583389;chr19:45531618:D;rs1968449;rs112481437;rs7259034;rs139995984;rs8100183;rs17643262;rs150685845;rs12461065;rs75463276;rs12460985;chr19:45702938:D;rs117783785;rs2627642;rs620807;rs582747;rs182645183;rs183110257;rs11667509;rs185904773;rs346773;rs62118504;rs144645090	14
ENSG00000104853	CLPTM1	19	45457842	45496599	1	protein_coding	1209	CLPTM1	0.98048307691788	NA	1048	30	0	rs62118204;rs846881;rs846876;rs2289494;rs112027066;rs7260482;rs714948;chr19:45195744:I;rs142034848;rs186110295;rs151330717;rs73035597;rs79638902;rs111278137;rs11881756;rs73037426;rs8108110;rs7257231;rs7254776;rs10422350;rs2927437;rs62117206;rs62117160;chr19:45253542:I;rs8103315;chr19:45241248:I;rs12459810;rs148933445;chr19:45253611:D;rs35106910;rs145414981;rs140824606;chr19:45276590:D;rs2967668;chr19:45311305:D;rs112450640;chr19:45303122:D;rs139246905;rs2889414;chr19:45301426:I;rs73048258;rs28399607;rs41290120;rs1135062;chr19:45323170:D;rs28399635;rs28399637;rs28399664;rs1871046;rs10407439;rs4802238;rs56394238;rs2972555;rs78986976;rs7343130;rs7249933;chr19:45356752:I;rs12691088;rs55840414;rs149661872;rs2972566;rs111371860;rs12974942;rs77241309;rs57537848;rs71364511;chr19:45371685:I;rs2972558;rs10410835;rs406315;rs365653;rs138607350;rs3112439;rs112422902;rs11673139;rs150639620;chr19:45372866:D;chr19:45376044:D;rs393584;rs41290108;rs76692773;rs6859;rs3852861;rs144261139;chr19:45406538:I;rs34095326;rs77301115;rs283808;rs283810;rs283814;rs7256200;rs157580;rs73936968;rs11668327;rs35568738;rs405697;rs72654472;rs449647;rs769446;rs59325138;rs814573;rs7412;rs157595;rs1064725;rs72654437;rs72654445;rs3925681;rs71352239;rs144311893;rs139136389;rs60049679;chr19:45432505:I;rs7254133;rs73045691;rs1132899;rs79429216;rs12721109;rs117316645;rs8102895;rs143674704;rs75178253;rs10775543;rs2376866;rs145639166;rs117261169;rs35194062;rs35194383;rs28809016;rs147188206;chr19:45516713:I;rs112380717;rs62117224;rs142380271;rs1971786;rs34583389;chr19:45531618:D;rs1968449;rs112481437;rs7259034;rs139995984;rs8100183;rs17643262;rs150685845;rs12461065;rs75463276;rs12460985;chr19:45702938:D;rs117783785;rs2627642;rs620807;rs582747;rs182645183;rs183110257;rs11667509;rs185904773;rs346773;rs62118504;rs144645090	14
ENSG00000104856	RELB	19	45504688	45541452	1	protein_coding	5971	RELB	0.973562746007932	NA	1048	30	0	rs62118204;rs846881;rs846876;rs2289494;rs112027066;rs7260482;rs714948;chr19:45195744:I;rs142034848;rs186110295;rs151330717;rs73035597;rs79638902;rs111278137;rs11881756;rs73037426;rs8108110;rs7257231;rs7254776;rs10422350;rs2927437;rs62117206;rs62117160;chr19:45253542:I;rs8103315;chr19:45241248:I;rs12459810;rs148933445;chr19:45253611:D;rs35106910;rs145414981;rs140824606;chr19:45276590:D;rs2967668;chr19:45311305:D;rs112450640;chr19:45303122:D;rs139246905;rs2889414;chr19:45301426:I;rs73048258;rs28399607;rs41290120;rs1135062;chr19:45323170:D;rs28399635;rs28399637;rs28399664;rs1871046;rs10407439;rs4802238;rs56394238;rs2972555;rs78986976;rs7343130;rs7249933;chr19:45356752:I;rs12691088;rs55840414;rs149661872;rs2972566;rs111371860;rs12974942;rs77241309;rs57537848;rs71364511;chr19:45371685:I;rs2972558;rs10410835;rs406315;rs365653;rs138607350;rs3112439;rs112422902;rs11673139;rs150639620;chr19:45372866:D;chr19:45376044:D;rs393584;rs41290108;rs76692773;rs6859;rs3852861;rs144261139;chr19:45406538:I;rs34095326;rs77301115;rs283808;rs283810;rs283814;rs7256200;rs157580;rs73936968;rs11668327;rs35568738;rs405697;rs72654472;rs449647;rs769446;rs59325138;rs814573;rs7412;rs157595;rs1064725;rs72654437;rs72654445;rs3925681;rs71352239;rs144311893;rs139136389;rs60049679;chr19:45432505:I;rs7254133;rs73045691;rs1132899;rs79429216;rs12721109;rs117316645;rs8102895;rs143674704;rs75178253;rs10775543;rs2376866;rs145639166;rs117261169;rs35194062;rs35194383;rs28809016;rs147188206;chr19:45516713:I;rs112380717;rs62117224;rs142380271;rs1971786;rs34583389;chr19:45531618:D;rs1968449;rs112481437;rs7259034;rs139995984;rs8100183;rs17643262;rs150685845;rs12461065;rs75463276;rs12460985;chr19:45702938:D;rs117783785;rs2627642;rs620807;rs582747;rs182645183;rs183110257;rs11667509;rs185904773;rs346773;rs62118504;rs144645090	14
ENSG00000104859	CLASRP	19	45542298	45574214	1	protein_coding	11129	CLASRP	0.964966482147783	-0.085202503	1048	30	0	rs62118204;rs846881;rs846876;rs2289494;rs112027066;rs7260482;rs714948;chr19:45195744:I;rs142034848;rs186110295;rs151330717;rs73035597;rs79638902;rs111278137;rs11881756;rs73037426;rs8108110;rs7257231;rs7254776;rs10422350;rs2927437;rs62117206;rs62117160;chr19:45253542:I;rs8103315;chr19:45241248:I;rs12459810;rs148933445;chr19:45253611:D;rs35106910;rs145414981;rs140824606;chr19:45276590:D;rs2967668;chr19:45311305:D;rs112450640;chr19:45303122:D;rs139246905;rs2889414;chr19:45301426:I;rs73048258;rs28399607;rs41290120;rs1135062;chr19:45323170:D;rs28399635;rs28399637;rs28399664;rs1871046;rs10407439;rs4802238;rs56394238;rs2972555;rs78986976;rs7343130;rs7249933;chr19:45356752:I;rs12691088;rs55840414;rs149661872;rs2972566;rs111371860;rs12974942;rs77241309;rs57537848;rs71364511;chr19:45371685:I;rs2972558;rs10410835;rs406315;rs365653;rs138607350;rs3112439;rs112422902;rs11673139;rs150639620;chr19:45372866:D;chr19:45376044:D;rs393584;rs41290108;rs76692773;rs6859;rs3852861;rs144261139;chr19:45406538:I;rs34095326;rs77301115;rs283808;rs283810;rs283814;rs7256200;rs157580;rs73936968;rs11668327;rs35568738;rs405697;rs72654472;rs449647;rs769446;rs59325138;rs814573;rs7412;rs157595;rs1064725;rs72654437;rs72654445;rs3925681;rs71352239;rs144311893;rs139136389;rs60049679;chr19:45432505:I;rs7254133;rs73045691;rs1132899;rs79429216;rs12721109;rs117316645;rs8102895;rs143674704;rs75178253;rs10775543;rs2376866;rs145639166;rs117261169;rs35194062;rs35194383;rs28809016;rs147188206;chr19:45516713:I;rs112380717;rs62117224;rs142380271;rs1971786;rs34583389;chr19:45531618:D;rs1968449;rs112481437;rs7259034;rs139995984;rs8100183;rs17643262;rs150685845;rs12461065;rs75463276;rs12460985;chr19:45702938:D;rs117783785;rs2627642;rs620807;rs582747;rs182645183;rs183110257;rs11667509;rs185904773;rs346773;rs62118504;rs144645090	14
ENSG00000170684	ZNF296	19	45574758	45579846	-1	protein_coding	162979	ZNF296	0.97328866403764	NA	1036	30	0	rs846876;rs846881;rs2289494;rs112027066;rs7260482;rs714948;chr19:45195744:I;rs142034848;rs186110295;rs151330717;rs73035597;rs79638902;rs111278137;rs11881756;rs73037426;rs8108110;rs7257231;rs7254776;rs10422350;rs2927437;rs62117206;rs62117160;chr19:45253542:I;rs8103315;chr19:45241248:I;rs12459810;rs148933445;chr19:45253611:D;rs35106910;rs145414981;rs140824606;chr19:45276590:D;rs2967668;chr19:45311305:D;rs112450640;chr19:45303122:D;rs139246905;rs2889414;chr19:45301426:I;rs73048258;rs28399607;rs41290120;rs1135062;chr19:45323170:D;rs28399635;rs28399637;rs28399664;rs1871046;rs10407439;rs4802238;rs56394238;rs2972555;rs78986976;rs7343130;rs7249933;chr19:45356752:I;rs12691088;rs55840414;rs149661872;rs2972566;rs111371860;rs12974942;rs77241309;rs57537848;rs71364511;chr19:45371685:I;rs2972558;rs10410835;rs406315;rs365653;rs138607350;rs3112439;rs112422902;rs11673139;rs150639620;chr19:45372866:D;chr19:45376044:D;rs393584;rs41290108;rs76692773;rs6859;rs3852861;rs144261139;chr19:45406538:I;rs34095326;rs77301115;rs283808;rs283810;rs283814;rs7256200;rs157580;rs73936968;rs11668327;rs35568738;rs405697;rs72654472;rs449647;rs769446;rs59325138;rs814573;rs7412;rs157595;rs1064725;rs72654437;rs72654445;rs3925681;rs71352239;rs144311893;rs139136389;rs60049679;chr19:45432505:I;rs7254133;rs73045691;rs1132899;rs79429216;rs12721109;rs117316645;rs8102895;rs143674704;rs75178253;rs10775543;rs2376866;rs145639166;rs117261169;rs35194062;rs35194383;rs28809016;rs147188206;chr19:45516713:I;rs112380717;rs62117224;rs142380271;rs1971786;rs34583389;chr19:45531618:D;rs1968449;rs112481437;rs7259034;rs139995984;rs8100183;rs17643262;rs150685845;rs12461065;rs75463276;rs12460985;chr19:45702938:D;rs117783785;rs2627642;rs620807;rs582747;rs182645183;rs183110257;rs11667509;rs185904773;rs346773;rs62118504;rs144645090	14
ENSG00000142252	GEMIN7	19	45582453	45594782	1	protein_coding	79760	GEMIN7	0.347103990823881	-0.101681128	1030	30	0	rs2289494;rs112027066;rs7260482;rs714948;chr19:45195744:I;rs142034848;rs186110295;rs151330717;rs73035597;rs79638902;rs111278137;rs11881756;rs73037426;rs8108110;rs7257231;rs7254776;rs10422350;rs2927437;rs62117206;rs62117160;chr19:45253542:I;rs8103315;chr19:45241248:I;rs12459810;rs148933445;chr19:45253611:D;rs35106910;rs145414981;rs140824606;chr19:45276590:D;rs2967668;chr19:45311305:D;rs112450640;chr19:45303122:D;rs139246905;rs2889414;chr19:45301426:I;rs73048258;rs28399607;rs41290120;rs1135062;chr19:45323170:D;rs28399635;rs28399637;rs28399664;rs1871046;rs10407439;rs4802238;rs56394238;rs2972555;rs78986976;rs7343130;rs7249933;chr19:45356752:I;rs12691088;rs55840414;rs149661872;rs2972566;rs111371860;rs12974942;rs77241309;rs57537848;rs71364511;chr19:45371685:I;rs2972558;rs10410835;rs406315;rs365653;rs138607350;rs3112439;rs112422902;rs11673139;rs150639620;chr19:45372866:D;chr19:45376044:D;rs393584;rs41290108;rs76692773;rs6859;rs3852861;rs144261139;chr19:45406538:I;rs34095326;rs77301115;rs283808;rs283810;rs283814;rs7256200;rs157580;rs73936968;rs11668327;rs35568738;rs405697;rs72654472;rs449647;rs769446;rs59325138;rs814573;rs7412;rs157595;rs1064725;rs72654437;rs72654445;rs3925681;rs71352239;rs144311893;rs139136389;rs60049679;chr19:45432505:I;rs7254133;rs73045691;rs1132899;rs79429216;rs12721109;rs117316645;rs8102895;rs143674704;rs75178253;rs10775543;rs2376866;rs145639166;rs117261169;rs35194062;rs35194383;rs28809016;rs147188206;chr19:45516713:I;rs112380717;rs62117224;rs142380271;rs1971786;rs34583389;chr19:45531618:D;rs1968449;rs112481437;rs7259034;rs139995984;rs8100183;rs17643262;rs150685845;rs12461065;rs75463276;rs12460985;chr19:45702938:D;rs117783785;rs2627642;rs620807;rs582747;rs182645183;rs183110257;rs11667509;rs185904773;rs346773;rs62118504;rs144645090	14
ENSG00000007047	MARK4	19	45582546	45808541	1	protein_coding	57787	MARK4	0.999932135718548	NA	1030	30	0	rs2289494;rs112027066;rs7260482;rs714948;chr19:45195744:I;rs142034848;rs186110295;rs151330717;rs73035597;rs79638902;rs111278137;rs11881756;rs73037426;rs8108110;rs7257231;rs7254776;rs10422350;rs2927437;rs62117206;rs62117160;chr19:45253542:I;rs8103315;chr19:45241248:I;rs12459810;rs148933445;chr19:45253611:D;rs35106910;rs145414981;rs140824606;chr19:45276590:D;rs2967668;chr19:45311305:D;rs112450640;chr19:45303122:D;rs139246905;rs2889414;chr19:45301426:I;rs73048258;rs28399607;rs41290120;rs1135062;chr19:45323170:D;rs28399635;rs28399637;rs28399664;rs1871046;rs10407439;rs4802238;rs56394238;rs2972555;rs78986976;rs7343130;rs7249933;chr19:45356752:I;rs12691088;rs55840414;rs149661872;rs2972566;rs111371860;rs12974942;rs77241309;rs57537848;rs71364511;chr19:45371685:I;rs2972558;rs10410835;rs406315;rs365653;rs138607350;rs3112439;rs112422902;rs11673139;rs150639620;chr19:45372866:D;chr19:45376044:D;rs393584;rs41290108;rs76692773;rs6859;rs3852861;rs144261139;chr19:45406538:I;rs34095326;rs77301115;rs283808;rs283810;rs283814;rs7256200;rs157580;rs73936968;rs11668327;rs35568738;rs405697;rs72654472;rs449647;rs769446;rs59325138;rs814573;rs7412;rs157595;rs1064725;rs72654437;rs72654445;rs3925681;rs71352239;rs144311893;rs139136389;rs60049679;chr19:45432505:I;rs7254133;rs73045691;rs1132899;rs79429216;rs12721109;rs117316645;rs8102895;rs143674704;rs75178253;rs10775543;rs2376866;rs145639166;rs117261169;rs35194062;rs35194383;rs28809016;rs147188206;chr19:45516713:I;rs112380717;rs62117224;rs142380271;rs1971786;rs34583389;chr19:45531618:D;rs1968449;rs112481437;rs7259034;rs139995984;rs8100183;rs17643262;rs150685845;rs12461065;rs75463276;rs12460985;chr19:45702938:D;rs117783785;rs2627642;rs620807;rs582747;rs182645183;rs183110257;rs11667509;rs185904773;rs346773;rs62118504;rs144645090	14
ENSG00000104866	PPP1R37	19	45594654	45651335	1	protein_coding	284352	PPP1R37	NA	0.143949947	1030	30	0	rs2289494;rs112027066;rs7260482;rs714948;chr19:45195744:I;rs142034848;rs186110295;rs151330717;rs73035597;rs79638902;rs111278137;rs11881756;rs73037426;rs8108110;rs7257231;rs7254776;rs10422350;rs2927437;rs62117206;rs62117160;chr19:45253542:I;rs8103315;chr19:45241248:I;rs12459810;rs148933445;chr19:45253611:D;rs35106910;rs145414981;rs140824606;chr19:45276590:D;rs2967668;chr19:45311305:D;rs112450640;chr19:45303122:D;rs139246905;rs2889414;chr19:45301426:I;rs73048258;rs28399607;rs41290120;rs1135062;chr19:45323170:D;rs28399635;rs28399637;rs28399664;rs1871046;rs10407439;rs4802238;rs56394238;rs2972555;rs78986976;rs7343130;rs7249933;chr19:45356752:I;rs12691088;rs55840414;rs149661872;rs2972566;rs111371860;rs12974942;rs77241309;rs57537848;rs71364511;chr19:45371685:I;rs2972558;rs10410835;rs406315;rs365653;rs138607350;rs3112439;rs112422902;rs11673139;rs150639620;chr19:45372866:D;chr19:45376044:D;rs393584;rs41290108;rs76692773;rs6859;rs3852861;rs144261139;chr19:45406538:I;rs34095326;rs77301115;rs283808;rs283810;rs283814;rs7256200;rs157580;rs73936968;rs11668327;rs35568738;rs405697;rs72654472;rs449647;rs769446;rs59325138;rs814573;rs7412;rs157595;rs1064725;rs72654437;rs72654445;rs3925681;rs71352239;rs144311893;rs139136389;rs60049679;chr19:45432505:I;rs7254133;rs73045691;rs1132899;rs79429216;rs12721109;rs117316645;rs8102895;rs143674704;rs75178253;rs10775543;rs2376866;rs145639166;rs117261169;rs35194062;rs35194383;rs28809016;rs147188206;chr19:45516713:I;rs112380717;rs62117224;rs142380271;rs1971786;rs34583389;chr19:45531618:D;rs1968449;rs112481437;rs7259034;rs139995984;rs8100183;rs17643262;rs150685845;rs12461065;rs75463276;rs12460985;chr19:45702938:D;rs117783785;rs2627642;rs620807;rs582747;rs182645183;rs183110257;rs11667509;rs185904773;rs346773;rs62118504;rs144645090	14
ENSG00000179846	NKPD1	19	45653008	45663408	-1	protein_coding	284353	NKPD1	1.88741865526868e-09	NA	997	30	0	rs7260482;rs714948;chr19:45195744:I;rs142034848;rs2289494;rs186110295;rs151330717;rs73035597;rs79638902;rs111278137;rs11881756;rs73037426;rs8108110;rs7257231;rs7254776;rs10422350;rs2927437;rs62117206;rs62117160;chr19:45253542:I;rs8103315;chr19:45241248:I;rs12459810;rs148933445;chr19:45253611:D;rs35106910;rs145414981;rs140824606;chr19:45276590:D;rs2967668;chr19:45311305:D;rs112450640;chr19:45303122:D;rs139246905;rs2889414;chr19:45301426:I;rs73048258;rs28399607;rs41290120;rs1135062;chr19:45323170:D;rs28399635;rs28399637;rs28399664;rs1871046;rs10407439;rs4802238;rs56394238;rs2972555;rs78986976;rs7343130;rs7249933;chr19:45356752:I;rs12691088;rs55840414;rs149661872;rs2972566;rs111371860;rs12974942;rs77241309;rs57537848;rs71364511;chr19:45371685:I;rs2972558;rs10410835;rs406315;rs365653;rs138607350;rs3112439;rs112422902;rs11673139;rs150639620;chr19:45372866:D;chr19:45376044:D;rs393584;rs41290108;rs76692773;rs6859;rs3852861;rs144261139;chr19:45406538:I;rs34095326;rs77301115;rs283808;rs283810;rs283814;rs7256200;rs157580;rs73936968;rs11668327;rs35568738;rs405697;rs72654472;rs449647;rs769446;rs59325138;rs814573;rs7412;rs157595;rs1064725;rs72654437;rs72654445;rs3925681;rs71352239;rs144311893;rs139136389;rs60049679;chr19:45432505:I;rs7254133;rs73045691;rs1132899;rs79429216;rs12721109;rs117316645;rs8102895;rs143674704;rs75178253;rs10775543;rs2376866;rs145639166;rs117261169;rs35194062;rs35194383;rs28809016;rs147188206;chr19:45516713:I;rs112380717;rs62117224;rs142380271;rs1971786;rs34583389;chr19:45531618:D;rs1968449;rs112481437;rs7259034;rs139995984;rs8100183;rs17643262;rs150685845;rs12461065;rs75463276;rs12460985;chr19:45702938:D;rs117783785;rs2627642;rs620807;rs582747;rs182645183;rs183110257;rs11667509;rs185904773;rs346773;rs62118504;rs144645090	14
ENSG00000007255	TRAPPC6A	19	45666186	45681495	-1	protein_coding	79090	TRAPPC6A	0.000705277787371492	-0.133842318	992	30	0	chr19:45195744:I;rs142034848;rs2289494;rs186110295;rs151330717;rs73035597;rs79638902;rs111278137;rs11881756;rs73037426;rs8108110;rs7257231;rs7254776;rs10422350;rs2927437;rs62117206;rs62117160;chr19:45253542:I;rs8103315;chr19:45241248:I;rs12459810;rs148933445;chr19:45253611:D;rs35106910;rs145414981;rs140824606;chr19:45276590:D;rs2967668;chr19:45311305:D;rs112450640;chr19:45303122:D;rs139246905;rs2889414;chr19:45301426:I;rs73048258;rs28399607;rs41290120;rs1135062;chr19:45323170:D;rs28399635;rs28399637;rs28399664;rs1871046;rs10407439;rs4802238;rs56394238;rs2972555;rs78986976;rs7343130;rs7249933;chr19:45356752:I;rs12691088;rs55840414;rs149661872;rs2972566;rs111371860;rs12974942;rs77241309;rs57537848;rs71364511;chr19:45371685:I;rs2972558;rs10410835;rs406315;rs365653;rs138607350;rs3112439;rs112422902;rs11673139;rs150639620;chr19:45372866:D;chr19:45376044:D;rs393584;rs41290108;rs76692773;rs6859;rs3852861;rs144261139;chr19:45406538:I;rs34095326;rs77301115;rs283808;rs283810;rs283814;rs7256200;rs157580;rs73936968;rs11668327;rs35568738;rs405697;rs72654472;rs449647;rs769446;rs59325138;rs814573;rs7412;rs157595;rs1064725;rs72654437;rs72654445;rs3925681;rs71352239;rs144311893;rs139136389;rs60049679;chr19:45432505:I;rs7254133;rs73045691;rs1132899;rs79429216;rs12721109;rs117316645;rs8102895;rs143674704;rs75178253;rs10775543;rs2376866;rs145639166;rs117261169;rs35194062;rs35194383;rs28809016;rs147188206;chr19:45516713:I;rs112380717;rs62117224;rs142380271;rs1971786;rs34583389;chr19:45531618:D;rs1968449;rs112481437;rs7259034;rs139995984;rs8100183;rs17643262;rs150685845;rs12461065;rs75463276;rs12460985;chr19:45702938:D;rs117783785;rs2627642;rs620807;rs582747;rs182645183;rs183110257;rs11667509;rs185904773;rs346773;rs62118504;rs144645090	14
ENSG00000189114	BLOC1S3	19	45682003	45685059	1	protein_coding	388552	BLOC1S3	0.0184297702580611	-0.115773028	989	30	0	rs2289494;chr19:45195744:I;rs186110295;rs151330717;rs73035597;rs79638902;rs111278137;rs11881756;rs73037426;rs8108110;rs7257231;rs7254776;rs10422350;rs2927437;rs62117206;rs62117160;chr19:45253542:I;rs8103315;chr19:45241248:I;rs12459810;rs148933445;chr19:45253611:D;rs35106910;rs145414981;rs140824606;chr19:45276590:D;rs2967668;chr19:45311305:D;rs112450640;chr19:45303122:D;rs139246905;rs2889414;chr19:45301426:I;rs73048258;rs28399607;rs41290120;rs1135062;chr19:45323170:D;rs28399635;rs28399637;rs28399664;rs1871046;rs10407439;rs4802238;rs56394238;rs2972555;rs78986976;rs7343130;rs7249933;chr19:45356752:I;rs12691088;rs55840414;rs149661872;rs2972566;rs111371860;rs12974942;rs77241309;rs57537848;rs71364511;chr19:45371685:I;rs2972558;rs10410835;rs406315;rs365653;rs138607350;rs3112439;rs112422902;rs11673139;rs150639620;chr19:45372866:D;chr19:45376044:D;rs393584;rs41290108;rs76692773;rs6859;rs3852861;rs144261139;chr19:45406538:I;rs34095326;rs77301115;rs283808;rs283810;rs283814;rs7256200;rs157580;rs73936968;rs11668327;rs35568738;rs405697;rs72654472;rs449647;rs769446;rs59325138;rs814573;rs7412;rs157595;rs1064725;rs72654437;rs72654445;rs3925681;rs71352239;rs144311893;rs139136389;rs60049679;chr19:45432505:I;rs7254133;rs73045691;rs1132899;rs79429216;rs12721109;rs117316645;rs8102895;rs143674704;rs75178253;rs10775543;rs2376866;rs145639166;rs117261169;rs35194062;rs35194383;rs28809016;rs147188206;chr19:45516713:I;rs112380717;rs62117224;rs142380271;rs1971786;rs34583389;chr19:45531618:D;rs1968449;rs112481437;rs7259034;rs139995984;rs8100183;rs17643262;rs150685845;rs12461065;rs75463276;rs12460985;chr19:45702938:D;rs117783785;rs2627642;rs620807;rs582747;rs182645183;rs183110257;rs11667509;rs185904773;rs346773;rs62118504;rs144645090	14
ENSG00000267545	AC005779.2	19	45683080	45705702	1	protein_coding	NA	NA	NA	NA	989	30	0	rs2289494;chr19:45195744:I;rs186110295;rs151330717;rs73035597;rs79638902;rs111278137;rs11881756;rs73037426;rs8108110;rs7257231;rs7254776;rs10422350;rs2927437;rs62117206;rs62117160;chr19:45253542:I;rs8103315;chr19:45241248:I;rs12459810;rs148933445;chr19:45253611:D;rs35106910;rs145414981;rs140824606;chr19:45276590:D;rs2967668;chr19:45311305:D;rs112450640;chr19:45303122:D;rs139246905;rs2889414;chr19:45301426:I;rs73048258;rs28399607;rs41290120;rs1135062;chr19:45323170:D;rs28399635;rs28399637;rs28399664;rs1871046;rs10407439;rs4802238;rs56394238;rs2972555;rs78986976;rs7343130;rs7249933;chr19:45356752:I;rs12691088;rs55840414;rs149661872;rs2972566;rs111371860;rs12974942;rs77241309;rs57537848;rs71364511;chr19:45371685:I;rs2972558;rs10410835;rs406315;rs365653;rs138607350;rs3112439;rs112422902;rs11673139;rs150639620;chr19:45372866:D;chr19:45376044:D;rs393584;rs41290108;rs76692773;rs6859;rs3852861;rs144261139;chr19:45406538:I;rs34095326;rs77301115;rs283808;rs283810;rs283814;rs7256200;rs157580;rs73936968;rs11668327;rs35568738;rs405697;rs72654472;rs449647;rs769446;rs59325138;rs814573;rs7412;rs157595;rs1064725;rs72654437;rs72654445;rs3925681;rs71352239;rs144311893;rs139136389;rs60049679;chr19:45432505:I;rs7254133;rs73045691;rs1132899;rs79429216;rs12721109;rs117316645;rs8102895;rs143674704;rs75178253;rs10775543;rs2376866;rs145639166;rs117261169;rs35194062;rs35194383;rs28809016;rs147188206;chr19:45516713:I;rs112380717;rs62117224;rs142380271;rs1971786;rs34583389;chr19:45531618:D;rs1968449;rs112481437;rs7259034;rs139995984;rs8100183;rs17643262;rs150685845;rs12461065;rs75463276;rs12460985;chr19:45702938:D;rs117783785;rs2627642;rs620807;rs582747;rs182645183;rs183110257;rs11667509;rs185904773;rs346773;rs62118504;rs144645090	14
ENSG00000266958	AC006126.3	19	45690646	45720191	1	protein_coding	NA	NA	NA	NA	988	30	0	chr19:45195744:I;rs186110295;rs151330717;rs73035597;rs79638902;rs111278137;rs11881756;rs73037426;rs8108110;rs7257231;rs7254776;rs10422350;rs2927437;rs62117206;rs62117160;chr19:45253542:I;rs8103315;chr19:45241248:I;rs12459810;rs148933445;chr19:45253611:D;rs35106910;rs145414981;rs140824606;chr19:45276590:D;rs2967668;chr19:45311305:D;rs112450640;chr19:45303122:D;rs139246905;rs2889414;chr19:45301426:I;rs73048258;rs28399607;rs41290120;rs1135062;chr19:45323170:D;rs28399635;rs28399637;rs28399664;rs1871046;rs10407439;rs4802238;rs56394238;rs2972555;rs78986976;rs7343130;rs7249933;chr19:45356752:I;rs12691088;rs55840414;rs149661872;rs2972566;rs111371860;rs12974942;rs77241309;rs57537848;rs71364511;chr19:45371685:I;rs2972558;rs10410835;rs406315;rs365653;rs138607350;rs3112439;rs112422902;rs11673139;rs150639620;chr19:45372866:D;chr19:45376044:D;rs393584;rs41290108;rs76692773;rs6859;rs3852861;rs144261139;chr19:45406538:I;rs34095326;rs77301115;rs283808;rs283810;rs283814;rs7256200;rs157580;rs73936968;rs11668327;rs35568738;rs405697;rs72654472;rs449647;rs769446;rs59325138;rs814573;rs7412;rs157595;rs1064725;rs72654437;rs72654445;rs3925681;rs71352239;rs144311893;rs139136389;rs60049679;chr19:45432505:I;rs7254133;rs73045691;rs1132899;rs79429216;rs12721109;rs117316645;rs8102895;rs143674704;rs75178253;rs10775543;rs2376866;rs145639166;rs117261169;rs35194062;rs35194383;rs28809016;rs147188206;chr19:45516713:I;rs112380717;rs62117224;rs142380271;rs1971786;rs34583389;chr19:45531618:D;rs1968449;rs112481437;rs7259034;rs139995984;rs8100183;rs17643262;rs150685845;rs12461065;rs75463276;rs12460985;chr19:45702938:D;rs117783785;rs2627642;rs620807;rs582747;rs182645183;rs183110257;rs11667509;rs185904773;rs346773;rs62118504;rs144645090	14
