GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000105668	19	36157715	36169367	52	9	455258	0.74806	0.22721	UPK1A
ENSG00000011590	19	36195429	36207940	37	13	455258	0.99371	0.16018	ZBTB32
ENSG00000272333	19	36208921	36229779	51	14	455258	0.78539	0.21611	KMT2B
ENSG00000126246	19	36230058	36233354	17	6	455258	-0.76609	0.77819	IGFLR1
ENSG00000267120	19	36230153	36236333	28	10	455258	-0.053051	0.52115	AD000671.6
ENSG00000161265	19	36233365	36236346	11	5	455258	0.85766	0.19554	U2AF1L4
ENSG00000205155	19	36236015	36237911	4	2	455258	0.53595	0.296	PSENEN
ENSG00000188223	19	36236579	36245420	21	6	455258	-1.0099	0.84372	AC002398.9
ENSG00000267796	19	36239262	36245420	15	5	455258	-0.90997	0.81858	LIN37
ENSG00000004776	19	36245469	36248980	4	2	455258	0.02758	0.489	HSPB6
ENSG00000167595	19	36249044	36261930	42	12	455258	-0.66271	0.74624	C19orf55
ENSG00000004777	19	36265434	36279724	44	8	455258	-1.3011	0.90339	ARHGAP33
ENSG00000250799	19	36290890	36304201	34	17	455258	0.65797	0.25528	PRODH2
ENSG00000161270	19	36316866	36360189	101	19	455258	0.70798	0.23948	NPHS1
ENSG00000126259	19	36346763	36358011	14	4	455258	1.1822	0.11856	KIRREL2
ENSG00000105290	19	36358801	36370693	21	2	455258	0.29323	0.38468	APLP1
ENSG00000167604	19	36378555	36393205	41	7	455258	0.38288	0.3509	NFKBID
ENSG00000126264	19	36393382	36395279	5	1	455258	0.90039	0.18396	HCST
ENSG00000011600	19	36395303	36399197	20	5	455258	0.94926	0.17124	TYROBP
ENSG00000126243	19	36426260	36436669	22	5	455258	1.7332	0.041527	LRFN3
ENSG00000205138	19	36486090	36487220	2	1	455258	1.1127	0.13291	SDHAF1
ENSG00000181392	19	36494209	36499695	13	6	455258	0.043072	0.48282	SYNE4
ENSG00000239382	19	36500022	36505141	5	2	455258	0.17151	0.43191	ALKBH6
ENSG00000105270	19	36505562	36524245	38	14	455258	0.21515	0.41483	CLIP3
ENSG00000161277	19	36525887	36545664	65	15	455258	-0.44985	0.67359	THAP8
ENSG00000075702	19	36545783	36596008	162	25	455258	0.3196	0.37463	WDR62
ENSG00000105261	19	36602104	36604613	10	5	455258	0.20948	0.41704	OVOL3
ENSG00000105258	19	36604612	36606248	6	3	455258	-1.8181	0.96547	POLR2I
ENSG00000105254	19	36605191	36616849	35	10	455258	-0.015555	0.50621	TBCB
ENSG00000126247	19	36630477	36641255	30	13	455258	0.32416	0.37291	CAPNS1
ENSG00000161281	19	36641824	36643771	7	4	455258	2.295	0.010865	COX7A1
ENSG00000196357	19	36673188	36737159	212	20	455258	-1.6304	0.9485	ZNF565
ENSG00000167635	19	36705504	36729676	87	9	455258	-1.6966	0.95511	ZNF146
ENSG00000142065	19	36827162	36870101	113	13	455258	-1.3553	0.91233	ZFP14
ENSG00000181007	19	36874022	36909558	101	13	455258	-1.0049	0.84252	ZFP82
ENSG00000186017	19	36936021	36980804	133	17	455258	-1.2665	0.89734	ZNF566
ENSG00000254004	19	37001597	37019562	53	12	455258	-0.18994	0.57532	ZNF260
ENSG00000186020	19	37025676	37096178	177	22	455258	-0.18316	0.57266	ZNF529
ENSG00000161298	19	37095719	37119499	50	11	455258	0.81459	0.20765	ZNF382
ENSG00000197808	19	37128094	37157755	75	13	455258	0.44241	0.3291	ZNF461
ENSG00000189042	19	37178514	37218603	110	11	455258	0.38156	0.3514	ZNF567
ENSG00000267041	19	37205285	37263727	149	18	455258	-0.46267	0.6782	ZNF850
ENSG00000267260	19	37264055	37267980	11	5	455258	-0.72946	0.76714	CTD-2162K18.4
ENSG00000197863	19	37308330	37341689	91	14	455258	-0.18876	0.57486	ZNF790
ENSG00000251247	19	37341263	37403931	217	21	455258	-0.53914	0.70511	ZNF345
ENSG00000185869	19	37379026	37407193	99	11	455258	-0.37012	0.64435	ZNF829
ENSG00000198453	19	37407231	37489602	444	20	455258	-1.5036	0.93366	ZNF568
ENSG00000197050	19	37498759	37621216	396	19	455258	-1.2509	0.89451	ZNF420
ENSG00000267360	19	37583921	37701414	333	27	455258	-1.3929	0.91818	CTC-454I21.3
ENSG00000196967	19	37597636	37663643	216	20	455258	-1.1781	0.88063	ZNF585A
ENSG00000245680	19	37672481	37709055	75	17	455258	-1.3379	0.90954	ZNF585B
ENSG00000188283	19	37708828	37734828	39	9	455258	-1.1526	0.87546	ZNF383
ENSG00000181666	19	37803739	37860267	158	26	455258	-0.72411	0.7655	HKR1
ENSG00000189164	19	37861963	37883968	47	13	455258	-0.58476	0.72064	ZNF527
ENSG00000196437	19	37902057	37960177	139	23	455258	-0.43817	0.66937	ZNF569
ENSG00000171827	19	37958487	37976260	32	9	455258	-0.74743	0.7726	ZNF570
ENSG00000188227	19	37997841	38039664	110	27	455258	-0.78673	0.78428	ZNF793
ENSG00000171817	19	38042308	38104998	137	18	455258	-1.3228	0.90705	ZNF540
ENSG00000180479	19	38045684	38085673	96	14	455258	-1.4505	0.92654	ZNF571
ENSG00000120784	19	38104650	38183238	201	28	455258	-1.7836	0.96275	ZFP30
ENSG00000196381	19	38158652	38183223	76	17	455258	-1.8792	0.96989	ZNF781
ENSG00000267552	19	38180766	38210089	78	13	455258	-1.5086	0.9343	CTD-2528L19.4
ENSG00000198182	19	38187264	38210691	65	12	455258	-1.4097	0.92069	ZNF607
ENSG00000189144	19	38226734	38307940	194	26	455258	-2.1353	0.98363	ZNF573
ENSG00000171804	19	38375463	38397317	40	11	455258	-1.84	0.96712	WDR87
ENSG00000105738	19	38397868	38699012	1019	57	455258	1.3803	0.083754	SIPA1L3
ENSG00000011332	19	38701646	38720354	63	12	455258	0.35822	0.36009	DPF1
ENSG00000167642	19	38734675	38783254	189	29	455258	1.1867	0.11767	SPINT2
ENSG00000167641	19	38741877	38747231	20	5	455258	0.19656	0.42209	PPP1R14A
ENSG00000267748	19	38779791	38795550	58	13	455258	1.43	0.07636	CTB-102L5.4
ENSG00000167644	19	38794801	38795649	6	2	455258	0.50687	0.30612	C19orf33
ENSG00000167645	19	38795753	38807913	43	12	455258	0.62949	0.26452	YIF1B
ENSG00000099337	19	38810484	38819660	37	9	455258	0.68828	0.24564	KCNK6
ENSG00000099338	19	38826415	38861589	146	21	455258	0.65513	0.25619	CATSPERG
ENSG00000099341	19	38865176	38874464	34	8	455258	-0.10234	0.54076	PSMD8
ENSG00000179168	19	38874905	38878722	13	5	455258	0.53286	0.29707	GGN
ENSG00000188766	19	38879061	38886881	22	4	455258	-0.54644	0.70762	SPRED3
ENSG00000130244	19	38893775	38899728	32	4	455258	-0.24663	0.5974	FAM98C
ENSG00000171777	19	38899695	38916945	61	15	455258	1.9137	0.027826	RASGRP4
ENSG00000196218	19	38924339	39078204	610	49	455258	2.0954	0.018069	RYR1
ENSG00000104814	19	39078281	39109522	101	18	455258	0.36143	0.35889	MAP4K1
ENSG00000178982	19	39109735	39127595	32	11	455258	-0.13893	0.55525	EIF3K
ENSG00000130402	19	39138289	39222223	300	19	455258	0.98431	0.16248	ACTN4
ENSG00000182472	19	39220827	39260544	214	21	455258	0.084808	0.46621	CAPN12
ENSG00000178934	19	39279851	39282389	2	1	455258	1.4709	0.070654	LGALS7B
ENSG00000171747	19	39292311	39304004	43	12	455258	1.8656	0.031049	LGALS4
ENSG00000104823	19	39306062	39322645	62	13	455258	2.5604	0.0052278	ECH1
ENSG00000268083	19	39308111	39330818	78	14	455258	2.5853	0.0048641	AC104534.3
ENSG00000104824	19	39327028	39342987	33	8	455258	2.5321	0.0056693	HNRNPL
ENSG00000187994	19	39358470	39368919	27	7	455258	1.8537	0.03189	RINL
ENSG00000068903	19	39369197	39390502	50	16	455258	-0.26844	0.60582	SIRT2
ENSG00000104825	19	39390340	39399533	27	7	455258	-0.18826	0.57467	NFKBIB
ENSG00000262484	19	39399620	39402798	8	4	455258	0.17852	0.42916	CCER2
ENSG00000104835	19	39405906	39440495	136	18	455258	-0.67876	0.75135	SARS2
ENSG00000269547	19	39406044	39440495	136	18	455258	-0.67876	0.75135	CTC-360G5.8
ENSG00000128626	19	39421188	39423802	11	2	455258	-0.46886	0.68042	MRPS12
ENSG00000269190	19	39432044	39466550	128	22	455258	0.10959	0.45637	FBXO17
ENSG00000161243	19	39481354	39523425	229	21	455258	0.91491	0.18012	FBXO27
ENSG00000183760	19	39574553	39602133	130	15	455258	2.6659	0.0038397	PAPL
ENSG00000130669	19	39616410	39673456	197	24	455258	0.40893	0.34129	PAK4
ENSG00000188505	19	39687601	39692524	12	2	455258	-0.17039	0.56765	NCCRP1
ENSG00000179751	19	39693471	39694906	1	1	455258	-0.20548	0.5814	SYCN
ENSG00000197110	19	39734246	39735646	9	3	455258	-0.17061	0.56773	IFNL3
ENSG00000183709	19	39759154	39760732	5	2	455258	-0.33361	0.63066	IFNL2
ENSG00000182393	19	39786965	39789313	4	2	455258	0.078718	0.46863	IFNL1
ENSG00000128011	19	39797208	39805976	14	6	455258	0.48093	0.31528	LRFN1
ENSG00000130755	19	39818993	39833012	46	12	455258	0.71883	0.23612	GMFG
ENSG00000179134	19	39833036	39876350	141	20	455258	-0.55138	0.70931	SAMD4B
ENSG00000006712	19	39876492	39881835	11	3	455258	-0.46831	0.68022	PAF1
ENSG00000063322	19	39881943	39891277	31	7	455258	-0.7279	0.76666	MED29
ENSG00000128016	19	39897453	39900052	2	1	455258	0.6645	0.25319	ZFP36
ENSG00000090924	19	39903225	39919054	50	13	455258	-0.78476	0.7837	PLEKHG2
ENSG00000105193	19	39923847	39926588	14	3	455258	0.67674	0.24929	RPS16
ENSG00000196235	19	39926796	39967310	167	20	455258	-0.21851	0.58649	SUPT5H
ENSG00000213922	19	39930212	39932082	8	3	455258	0.47965	0.31574	AC011500.1
ENSG00000105197	19	39971052	39984422	53	15	455258	0.034898	0.48608	TIMM50
ENSG00000090932	19	39989535	39999121	37	5	455258	-0.153	0.5608	DLL3
ENSG00000186838	19	40005753	40011326	20	9	455258	0.30974	0.37838	SELV
ENSG00000176401	19	40021630	40023494	8	4	455258	-0.52303	0.69952	EID2B
ENSG00000176396	19	40028890	40030870	7	3	455258	0.69413	0.2438	EID2
ENSG00000105198	19	40093164	40098116	11	7	455258	0.29371	0.38449	LGALS13
ENSG00000249861	19	40146534	40151287	16	5	455258	0.18758	0.4256	LGALS16
ENSG00000006659	19	40194946	40200084	22	10	455258	0.84192	0.19992	LGALS14
ENSG00000105205	19	40221890	40228668	50	4	455258	-0.4276	0.66553	CLC
ENSG00000213921	19	40267235	40276775	21	8	455258	-0.1296	0.55156	LEUTX
ENSG00000105204	19	40315990	40324841	32	11	455258	0.94416	0.17254	DYRK1B
ENSG00000105202	19	40325098	40337054	33	10	455258	-0.15231	0.56053	FBL
ENSG00000090920	19	40353963	40440533	243	39	455258	0.93301	0.17541	FCGBP
ENSG00000013275	19	40476912	40487348	41	9	455258	-0.15458	0.56142	PSMC4
ENSG00000187187	19	40490041	40523514	114	14	455258	0.094782	0.46224	ZNF546
ENSG00000128000	19	40534167	40562116	86	13	455258	-0.57806	0.71839	ZNF780B
ENSG00000197782	19	40575059	40596845	104	12	455258	-0.15436	0.56134	ZNF780A
ENSG00000130758	19	40697651	40721482	45	12	455258	1.6571	0.04875	MAP3K10
ENSG00000174521	19	40721965	40724306	5	2	455258	0.67396	0.25017	TTC9B
ENSG00000105219	19	40728115	40732597	9	5	455258	1.0413	0.14886	CNTD2
ENSG00000105221	19	40736224	40791443	127	18	455258	1.8128	0.034933	AKT2
ENSG00000160392	19	40825443	40854434	94	18	455258	1.4757	0.070015	C19orf47
ENSG00000105223	19	40854363	40886346	92	22	455258	0.046606	0.48141	PLD3
ENSG00000160396	19	40885178	40896094	28	9	455258	-0.4266	0.66516	HIPK4
ENSG00000105227	19	40899675	40919273	43	13	455258	0.30044	0.38192	PRX
ENSG00000197019	19	40927499	40931932	11	4	455258	0.32453	0.37277	SERTAD1
ENSG00000167565	19	40946751	40950612	21	4	455258	-0.24284	0.59594	SERTAD3
ENSG00000090013	19	40953696	40971747	72	14	455258	-1.1664	0.87827	BLVRB
ENSG00000160460	19	40972148	41082370	309	47	455258	0.27473	0.39176	SPTBN4
ENSG00000160410	19	41082757	41097305	53	12	455258	2.5184	0.0058946	SHKBP1
ENSG00000090006	19	41098789	41135725	132	19	455258	1.6592	0.048534	LTBP4
ENSG00000105245	19	41172596	41196877	88	19	455258	0.09389	0.4626	NUMBL
ENSG00000123815	19	41197434	41224112	82	19	455258	0.40696	0.34202	ADCK4
ENSG00000086544	19	41223008	41246765	81	17	455258	-0.75924	0.77614	ITPKC
ENSG00000188493	19	41246761	41257458	41	10	455258	-0.76697	0.77845	C19orf54
ENSG00000077312	19	41256542	41271294	40	12	455258	-1.0474	0.85255	SNRPA
ENSG00000261857	19	41277553	41283395	18	5	455258	-1.3386	0.90965	MIA
ENSG00000268975	19	41277553	41292590	52	11	455258	-1.4749	0.92989	MIA-RAB4B
ENSG00000167578	19	41284121	41302847	77	17	455258	-1.5072	0.93412	RAB4B
ENSG00000171570	19	41284147	41314103	117	23	455258	-1.8495	0.96781	RAB4B-EGLN2
ENSG00000269858	19	41304901	41314338	35	12	455258	-2.5439	0.99452	EGLN2
ENSG00000268797	19	41307202	41404187	483	47	455258	0.032073	0.48721	CTC-490E21.12
ENSG00000255974	19	41349443	41356352	35	9	455258	0.54261	0.2937	CYP2A6
ENSG00000198077	19	41381344	41388657	89	10	455258	0.2	0.42074	CYP2A7
ENSG00000197408	19	41497204	41524303	146	20	455258	-1.2698	0.89792	CYP2B6
ENSG00000197838	19	41594377	41602100	33	10	455258	-0.63639	0.73774	CYP2A13
ENSG00000197446	19	41620337	41634271	71	12	455258	-2.7404	0.99693	CYP2F1
ENSG00000167600	19	41698954	41713444	41	12	455258	0.030567	0.48781	CYP2S1
ENSG00000167601	19	41725108	41767671	128	24	455258	1.311	0.094934	AXL
ENSG00000105323	19	41768401	41813503	88	12	455258	1.576	0.057518	HNRNPUL1
ENSG00000105329	19	41807492	41859816	118	18	455258	1.2391	0.10765	TGFB1
ENSG00000142039	19	41816094	41830788	31	4	455258	1.0296	0.1516	CCDC97
ENSG00000255730	19	41856758	41930906	242	19	455258	0.139	0.44473	CTC-435M10.3
ENSG00000142046	19	41856816	41889988	91	13	455258	0.0055056	0.4978	TMEM91
ENSG00000123810	19	41860326	41870078	32	8	455258	0.15829	0.43712	B9D2
ENSG00000248098	19	41884215	41930910	168	11	455258	0.20122	0.42027	BCKDHA
ENSG00000077348	19	41892279	41903384	28	4	455258	0.18967	0.42478	EXOSC5
ENSG00000177191	19	41931264	41934635	8	3	455258	0.10006	0.46015	B3GNT8
ENSG00000105341	19	41937223	41946622	23	3	455258	0.27236	0.39267	ATP5SL
ENSG00000204978	19	41949063	41950670	6	3	455258	1.1476	0.12557	C19orf69
ENSG00000007129	19	42055886	42093197	128	18	455258	0.69764	0.2427	CEACAM21
ENSG00000105352	19	42125344	42133442	46	10	455258	0.55524	0.28936	CEACAM4
ENSG00000007306	19	42177235	42210895	167	21	455258	0.088423	0.46477	CEACAM7
ENSG00000105388	19	42212504	42233718	66	15	455258	0.03802	0.48484	CEACAM5
ENSG00000267881	19	42212531	42265190	149	21	455258	-0.29346	0.61541	CEA
ENSG00000086548	19	42254885	42276113	56	11	455258	-1.2064	0.88616	CEACAM6
ENSG00000170956	19	42300369	42315591	64	7	455258	1.147	0.12569	CEACAM3
ENSG00000183103	19	42341148	42348760	13	2	455258	-0.53762	0.70458	LYPD4
ENSG00000142025	19	42348806	42356401	13	4	455258	-0.0025375	0.50101	DMRTC2
ENSG00000105372	19	42363988	42376994	35	4	455258	0.34042	0.36677	RPS19
ENSG00000105369	19	42381190	42385439	6	4	455258	1.3691	0.085487	CD79A
ENSG00000076928	19	42387228	42434302	117	16	455258	2.028	0.02128	ARHGEF1
ENSG00000105404	19	42460833	42463542	10	3	455258	2.2514	0.01218	RABAC1
ENSG00000105409	19	42470734	42501649	43	21	455258	0.91294	0.18064	ATP1A3
ENSG00000105737	19	42502473	42573650	67	19	455258	-0.55986	0.71221	GRIK5
ENSG00000105732	19	42572629	42585701	9	5	455258	-0.54194	0.70607	ZNF574
ENSG00000028277	19	42590263	42700737	154	14	455258	-0.75068	0.77358	POU2F2
ENSG00000160570	19	42702750	42724292	29	5	455258	-1.2162	0.88804	DEDD2
ENSG00000167625	19	42724423	42732353	6	3	455258	-2.2999	0.98927	ZNF526
ENSG00000105723	19	42734338	42746777	14	4	455258	-1.6157	0.94692	GSK3A
ENSG00000268643	19	42738735	42759284	29	4	455258	-1.6921	0.95469	AC006486.9
ENSG00000204957	19	42746927	42749125	7	2	455258	-1.8933	0.97084	AC006486.1
ENSG00000105722	19	42751724	42759309	11	3	455258	-1.7179	0.95709	ERF
ENSG00000079432	19	42772689	42799949	27	4	455258	-0.71924	0.76401	CIC
ENSG00000079462	19	42801185	42807698	7	2	455258	-1.0429	0.8515	PAFAH1B3
ENSG00000188368	19	42806250	42814973	9	2	455258	-0.32249	0.62646	PRR19
ENSG00000167619	19	42817477	42829214	14	5	455258	-1.3768	0.91571	TMEM145
ENSG00000105429	19	42829761	42882921	76	7	455258	-0.18914	0.57501	MEGF8
ENSG00000105427	19	42891171	42894439	10	2	455258	0.16554	0.43426	CNFN
ENSG00000079435	19	42905659	42931578	27	6	455258	-0.67143	0.74903	LIPE
ENSG00000189377	19	42932440	42947200	36	5	455258	-1.0625	0.85599	CXCL17
ENSG00000079385	19	43011456	43065386	86	14	455258	-0.96049	0.8316	CEACAM1
ENSG00000124469	19	43084393	43099207	33	7	455258	-0.063059	0.52514	CEACAM8
ENSG00000221826	19	43225790	43244721	70	10	455258	0.50625	0.30634	PSG3
ENSG00000124467	19	43256838	43359843	495	28	455258	-0.64952	0.742	PSG8
ENSG00000231924	19	43370616	43383974	83	9	455258	-1.4868	0.93147	PSG1
ENSG00000170848	19	43406231	43423715	80	10	455258	-1.3174	0.90615	PSG6
ENSG00000243130	19	43511808	43530664	81	6	455258	-1.0052	0.84261	PSG11
ENSG00000242221	19	43568363	43587197	136	15	455258	-0.07371	0.52938	PSG2
ENSG00000204941	19	43670408	43690688	138	15	455258	0.95918	0.16873	PSG5
ENSG00000243137	19	43696854	43711451	146	16	455258	0.24625	0.40274	PSG4
ENSG00000183668	19	43715943	43773682	370	24	455258	2.0726	0.019107	PSG9
ENSG00000131126	19	43905648	43922763	60	8	455258	0.84289	0.19965	TEX101
ENSG00000124466	19	43964939	43969812	15	5	455258	-0.25319	0.59994	LYPD3
ENSG00000176531	19	43979106	44009087	102	20	455258	0.15314	0.43914	PHLDB3
ENSG00000105755	19	44010871	44031396	76	12	455258	-0.36784	0.6435	ETHE1
ENSG00000176472	19	44029649	44040282	29	9	455258	0.4914	0.31157	ZNF575
ENSG00000073050	19	44047192	44084625	150	23	455258	0.55911	0.28804	XRCC1
ENSG00000268361	19	44058844	44097188	132	22	455258	0.62803	0.26499	L34079.2
ENSG00000234465	19	44080952	44088116	35	9	455258	0.46633	0.32049	PINLYP
ENSG00000167378	19	44088521	44100287	25	11	455258	1.1983	0.1154	IRGQ
ENSG00000124444	19	44100544	44105309	6	4	455258	1.3598	0.086953	ZNF576
ENSG00000226763	19	44100769	44118649	40	11	455258	1.3559	0.087566	SRRM5
ENSG00000131116	19	44111371	44124026	28	9	455258	0.96744	0.16666	ZNF428
ENSG00000105767	19	44126520	44143991	40	12	455258	1.452	0.073247	CADM4
ENSG00000011422	19	44150247	44174699	114	21	455258	0.14258	0.44331	PLAUR
ENSG00000124449	19	44220162	44224173	12	5	455258	0.61691	0.26865	IRGC
ENSG00000105771	19	44235301	44259142	61	10	455258	-1.3697	0.9146	SMG9
ENSG00000104783	19	44270685	44285409	57	16	455258	0.81805	0.20666	KCNN4
ENSG00000159871	19	44300081	44331358	140	23	455258	2.3764	0.0087419	LYPD5
ENSG00000167637	19	44331444	44353307	127	12	455258	1.7871	0.036958	ZNF283
ENSG00000176222	19	44376515	44405537	109	15	455258	1.1342	0.12836	ZNF404
ENSG00000124459	19	44416781	44439430	91	11	455258	1.7387	0.041044	ZNF45
ENSG00000159905	19	44455375	44471861	68	15	455258	1.7007	0.044499	ZNF221
ENSG00000204920	19	44472014	44502477	166	21	455258	1.1968	0.1157	ZNF155
ENSG00000159882	19	44507100	44518078	44	11	455258	0.79528	0.21322	ZNF230
ENSG00000159885	19	44529494	44537265	31	10	455258	1.2579	0.10421	ZNF222
ENSG00000267022	19	44529506	44591471	213	25	455258	0.12781	0.44915	ZNF223
ENSG00000178386	19	44555520	44572144	56	16	455258	0.049622	0.48021	ZNF223
ENSG00000186026	19	44576297	44593766	66	13	455258	0.23046	0.40887	ZNF284
ENSG00000267680	19	44598492	44612479	56	7	455258	1.0647	0.1435	ZNF224
ENSG00000256294	19	44616334	44637027	71	11	455258	0.46961	0.31932	ZNF225
ENSG00000263002	19	44645710	44663156	44	14	455258	-0.77712	0.78146	ZNF234
ENSG00000167380	19	44669226	44682534	37	8	455258	-1.895	0.97095	ZNF226
ENSG00000131115	19	44711700	44741421	75	14	455258	-1.3238	0.90722	ZNF227
ENSG00000159917	19	44732882	44809199	208	28	455258	0.006187	0.49753	ZNF235
ENSG00000159915	19	44754318	44779470	64	14	455258	0.3193	0.37475	ZNF233
ENSG00000062370	19	44830708	44871377	188	25	455258	-0.69253	0.7557	ZNF112
ENSG00000267173	19	44833848	44905774	393	41	455258	0.20641	0.41824	CTC-512J12.6
ENSG00000267508	19	44886459	44905774	138	13	455258	0.60221	0.27352	ZNF285
ENSG00000167383	19	44921685	44952766	166	23	455258	1.7894	0.036772	ZNF229
ENSG00000167384	19	44979854	45004576	156	18	455258	-0.70915	0.76089	ZNF180
ENSG00000216588	19	45116940	45140081	81	15	455258	6.0029	9.6889e-10	IGSF23
ENSG00000073008	19	45147098	45166850	51	12	455258	6.8289	4.2781e-12	PVR
ENSG00000186567	19	45165545	45187631	40	14	455258	7.0824	7.0845e-13	CEACAM19
ENSG00000213892	19	45202421	45213986	35	11	455258	4.5731	2.4023e-06	CEACAM16
ENSG00000069399	19	45250962	45263301	37	11	455258	10.182	1.191e-24	BCL3
ENSG00000142273	19	45281126	45303891	69	14	455258	8.2103	1.1033e-16	CBLC
ENSG00000187244	19	45312328	45324673	48	10	455258	8.0662	3.6265e-16	BCAM
ENSG00000130202	19	45349432	45392485	200	29	455258	18.282	5.7289e-75	PVRL2
ENSG00000130204	19	45393826	45406946	52	11	455258	21.58	1.3764e-103	TOMM40
ENSG00000130203	19	45409011	45412650	6	3	455258	19.044	3.6601e-81	APOE
ENSG00000130208	19	45417504	45422606	11	5	455258	21.381	1.0052e-101	APOC1
ENSG00000267467	19	45445495	45452820	29	6	455258	7.2931	1.514e-13	APOC4
ENSG00000224916	19	45445495	45452822	29	6	455258	7.2931	1.514e-13	APOC4-APOC2
ENSG00000234906	19	45449243	45452822	16	3	455258	6.566	2.5844e-11	APOC2
ENSG00000267114	19	45453301	45457264	29	2	455258	6.4017	7.6818e-11	CTB-129P6.11
ENSG00000104853	19	45457842	45496599	124	17	455258	8.6727	2.1107e-18	CLPTM1
ENSG00000104856	19	45504688	45541452	96	26	455258	9.8782	2.5872e-23	RELB
ENSG00000104859	19	45542298	45574214	65	12	455258	6.3893	8.3338e-11	CLASRP
ENSG00000170684	19	45574758	45579846	5	3	455258	3.2788	0.00052123	ZNF296
ENSG00000142252	19	45582453	45594782	76	5	455258	4.8242	7.0276e-07	GEMIN7
ENSG00000007047	19	45582546	45808541	863	65	455258	11.147	3.6871e-29	MARK4
ENSG00000104866	19	45594654	45651335	210	20	455258	6.7917	5.5413e-12	PPP1R37
ENSG00000179846	19	45653008	45663408	27	10	455258	7.125	5.2053e-13	NKPD1
ENSG00000007255	19	45666186	45681495	48	11	455258	6.3702	9.4373e-11	TRAPPC6A
ENSG00000189114	19	45682003	45685059	5	2	455258	3.1748	0.00074974	BLOC1S3
ENSG00000267545	19	45683080	45705702	101	20	455258	7.2119	2.7588e-13	AC005779.2
ENSG00000266958	19	45690646	45720191	160	31	455258	8.9199	2.3341e-19	AC006126.3
ENSG00000130201	19	45715879	45737469	120	9	455258	6.4087	7.3392e-11	EXOC3L2
ENSG00000104879	19	45809672	45826235	76	19	455258	3.5213	0.00021474	CKM
ENSG00000104892	19	45836692	45854778	64	13	455258	3.8953	4.9032e-05	KLC3
ENSG00000104884	19	45853095	45874176	73	14	455258	3.8358	6.2584e-05	ERCC2
ENSG00000104881	19	45882892	45909607	61	17	455258	2.1561	0.015538	PPP1R13L
ENSG00000117877	19	45909467	45914024	22	6	455258	0.94902	0.17131	CD3EAP
ENSG00000012061	19	45910591	45982086	261	33	455258	2.9756	0.001462	ERCC1
ENSG00000125740	19	45971253	45978437	25	7	455258	1.739	0.041018	FOSB
ENSG00000125744	19	45988547	46000319	41	9	455258	1.5769	0.057412	RTN2
ENSG00000213889	19	45992035	46005768	49	10	455258	1.522	0.064006	PPM1N
ENSG00000125753	19	46009837	46030241	69	14	455258	0.73554	0.23101	VASP
ENSG00000125741	19	46030685	46105470	255	36	455258	2.1467	0.01591	OPA3
ENSG00000177464	19	46093022	46105466	33	8	455258	1.3995	0.080826	GPR4
ENSG00000125746	19	46110252	46148887	103	18	455258	2.8835	0.0019661	EML2
ENSG00000267757	19	46144752	46146098	4	2	455258	1.0457	0.14785	C19orf83
ENSG00000010310	19	46171502	46186982	44	14	455258	2.3215	0.010129	GIPR
ENSG00000125743	19	46190712	46195827	13	5	455258	3.8158	6.7878e-05	SNRPD2
ENSG00000011478	19	46195741	46207247	33	13	455258	3.6028	0.00015739	QPCTL
ENSG00000177051	19	46213887	46234162	31	14	455258	5.4591	2.3928e-08	FBXO46
ENSG00000237452	19	46236509	46267792	59	12	455258	5.1906	1.0482e-07	AC074212.3
ENSG00000177045	19	46268043	46272484	6	3	455258	4.5145	3.1728e-06	SIX5
ENSG00000104936	19	46272975	46285810	22	8	455258	4.5279	2.9793e-06	DMPK
ENSG00000268434	19	46282695	46289231	14	6	455258	4.7507	1.0136e-06	AC011530.4
ENSG00000185800	19	46286205	46296060	26	10	455258	5.2364	8.1874e-08	DMWD
ENSG00000104941	19	46298968	46318577	77	15	455258	4.493	3.5107e-06	RSPH6A
ENSG00000125755	19	46318668	46366548	206	16	455258	3.228	0.00062325	SYMPK
ENSG00000170608	19	46367247	46377055	30	11	455258	2.3201	0.010168	FOXA3
ENSG00000170604	19	46386866	46389376	5	3	455258	1.3706	0.085251	IRF2BP1
ENSG00000176182	19	46393278	46405862	63	14	455258	1.6771	0.046762	MYPOP
ENSG00000188425	19	46416475	46418036	4	2	455258	1.9599	0.025003	NANOS2
ENSG00000104967	19	46436992	46476804	95	23	455258	-0.58295	0.72004	NOVA2
ENSG00000104983	19	46498339	46524576	125	22	455258	-0.11476	0.54568	CCDC61
ENSG00000008438	19	46522411	46526323	8	2	455258	1.3785	0.084022	PGLYRP1
ENSG00000204869	19	46543006	46580376	137	19	455258	0.1788	0.42905	IGFL4
ENSG00000188624	19	46623328	46627931	15	4	455258	-0.21757	0.58612	IGFL3
ENSG00000204866	19	46646363	46664556	50	11	455258	0.79924	0.21208	IGFL2
ENSG00000188293	19	46733009	46734500	6	3	455258	0.79531	0.21322	IGFL1
ENSG00000124440	19	46800303	46846690	208	41	455258	1.3126	0.094654	HIF3A
ENSG00000011485	19	46850251	46896238	141	23	455258	0.23457	0.40727	PPP5C
ENSG00000169515	19	46913629	46916841	9	5	455258	-0.98382	0.8374	CCDC8
ENSG00000182013	19	46969748	46974820	34	6	455258	0.24804	0.40205	PNMAL1
